test_date,county,new_positives,total_number_of_tests,region_orig
2021-05-03,Suffolk,148,7035,Long Island
2021-05-02,Suffolk,172,9535,Long Island
2021-05-01,Suffolk,190,12108,Long Island
2021-04-30,Suffolk,261,15795,Long Island
2021-04-29,Suffolk,289,14614,Long Island
2021-04-28,Suffolk,271,15628,Long Island
2021-04-27,Suffolk,230,10449,Long Island
2021-04-26,Suffolk,204,7682,Long Island
2021-04-25,Suffolk,237,9254,Long Island
2021-04-24,Suffolk,330,14738,Long Island
2021-04-23,Suffolk,325,15947,Long Island
2021-04-22,Suffolk,341,15865,Long Island
2021-04-21,Suffolk,356,18197,Long Island
2021-04-20,Suffolk,303,12542,Long Island
2021-04-19,Suffolk,290,8479,Long Island
2021-04-18,Suffolk,373,11189,Long Island
2021-04-17,Suffolk,395,16099,Long Island
2021-04-16,Suffolk,610,18817,Long Island
2021-04-15,Suffolk,535,15686,Long Island
2021-04-14,Suffolk,627,19341,Long Island
2021-04-13,Suffolk,490,14390,Long Island
2021-04-12,Suffolk,426,10600,Long Island
2021-04-11,Suffolk,449,9195,Long Island
2021-04-10,Suffolk,590,16013,Long Island
2021-04-09,Suffolk,619,18353,Long Island
2021-04-08,Suffolk,731,20503,Long Island
2021-04-07,Suffolk,925,21009,Long Island
2021-04-06,Suffolk,662,14560,Long Island
2021-04-05,Suffolk,576,13068,Long Island
2021-04-04,Suffolk,566,11901,Long Island
2021-04-03,Suffolk,700,16061,Long Island
2021-04-02,Suffolk,733,18397,Long Island
2021-04-01,Suffolk,706,15235,Long Island
2021-03-31,Suffolk,764,19403,Long Island
2021-03-30,Suffolk,824,17595,Long Island
2021-03-29,Suffolk,612,11510,Long Island
2021-03-28,Suffolk,685,13214,Long Island
2021-03-27,Suffolk,797,15943,Long Island
2021-03-26,Suffolk,711,16602,Long Island
2021-03-25,Suffolk,736,19655,Long Island
2021-03-24,Suffolk,743,18620,Long Island
2021-03-23,Suffolk,665,15458,Long Island
2021-03-22,Suffolk,529,11195,Long Island
2021-03-21,Suffolk,612,10821,Long Island
2021-03-20,Suffolk,729,16022,Long Island
2021-03-19,Suffolk,767,18224,Long Island
2021-03-18,Suffolk,711,18166,Long Island
2021-03-17,Suffolk,651,17074,Long Island
2021-03-16,Suffolk,720,16783,Long Island
2021-03-15,Suffolk,652,11633,Long Island
2021-03-14,Suffolk,560,11060,Long Island
2021-03-13,Suffolk,512,12553,Long Island
2021-03-12,Suffolk,664,15974,Long Island
2021-03-11,Suffolk,798,18807,Long Island
2021-03-10,Suffolk,565,15925,Long Island
2021-03-09,Suffolk,598,13670,Long Island
2021-03-08,Suffolk,552,12327,Long Island
2021-03-07,Suffolk,552,12801,Long Island
2021-03-06,Suffolk,618,14889,Long Island
2021-03-05,Suffolk,590,16308,Long Island
2021-03-04,Suffolk,750,18299,Long Island
2021-03-03,Suffolk,654,16516,Long Island
2021-03-02,Suffolk,569,13830,Long Island
2021-03-01,Suffolk,498,10787,Long Island
2021-02-28,Suffolk,575,11764,Long Island
2021-02-27,Suffolk,611,15987,Long Island
2021-02-26,Suffolk,665,17392,Long Island
2021-02-25,Suffolk,675,17389,Long Island
2021-02-24,Suffolk,721,18489,Long Island
2021-02-23,Suffolk,425,15175,Long Island
2021-02-22,Suffolk,554,10476,Long Island
2021-02-21,Suffolk,563,10767,Long Island
2021-02-20,Suffolk,513,13033,Long Island
2021-02-19,Suffolk,602,14759,Long Island
2021-02-18,Suffolk,714,17386,Long Island
2021-02-17,Suffolk,461,13817,Long Island
2021-02-16,Suffolk,590,12965,Long Island
2021-02-15,Suffolk,526,10353,Long Island
2021-02-14,Suffolk,525,13530,Long Island
2021-02-13,Suffolk,771,16673,Long Island
2021-02-12,Suffolk,724,16399,Long Island
2021-02-11,Suffolk,810,17462,Long Island
2021-02-10,Suffolk,828,19731,Long Island
2021-02-09,Suffolk,539,11502,Long Island
2021-02-08,Suffolk,712,13483,Long Island
2021-02-07,Suffolk,696,11990,Long Island
2021-02-06,Suffolk,854,16379,Long Island
2021-02-05,Suffolk,1100,18575,Long Island
2021-02-04,Suffolk,771,15461,Long Island
2021-02-03,Suffolk,651,12733,Long Island
2021-02-02,Suffolk,527,8925,Long Island
2021-02-01,Suffolk,778,11388,Long Island
2021-01-31,Suffolk,839,14461,Long Island
2021-01-30,Suffolk,1014,17429,Long Island
2021-01-29,Suffolk,1130,19216,Long Island
2021-01-28,Suffolk,1241,21491,Long Island
2021-01-27,Suffolk,1301,19070,Long Island
2021-01-26,Suffolk,1084,15329,Long Island
2021-01-25,Suffolk,1135,13296,Long Island
2021-01-24,Suffolk,1419,19154,Long Island
2021-01-23,Suffolk,1117,17867,Long Island
2021-01-22,Suffolk,1309,19963,Long Island
2021-01-21,Suffolk,1439,20514,Long Island
2021-01-20,Suffolk,1505,19999,Long Island
2021-01-19,Suffolk,1224,15580,Long Island
2021-01-18,Suffolk,1293,15314,Long Island
2021-01-17,Suffolk,1362,16006,Long Island
2021-01-16,Suffolk,1541,20408,Long Island
2021-01-15,Suffolk,1787,21598,Long Island
2021-01-14,Suffolk,2181,27442,Long Island
2021-01-13,Suffolk,1587,16976,Long Island
2021-01-12,Suffolk,1673,17104,Long Island
2021-01-11,Suffolk,1667,17303,Long Island
2021-01-10,Suffolk,1546,20387,Long Island
2021-01-09,Suffolk,1732,18104,Long Island
2021-01-08,Suffolk,2002,20450,Long Island
2021-01-07,Suffolk,1954,17917,Long Island
2021-01-06,Suffolk,2194,20941,Long Island
2021-01-05,Suffolk,2042,18645,Long Island
2021-01-04,Suffolk,1554,14273,Long Island
2021-01-03,Suffolk,1232,10876,Long Island
2021-01-02,Suffolk,1516,14261,Long Island
2021-01-01,Suffolk,1786,18676,Long Island
2020-12-31,Suffolk,1874,19417,Long Island
2020-12-30,Suffolk,2016,19194,Long Island
2020-12-29,Suffolk,1650,12909,Long Island
2020-12-28,Suffolk,1212,13620,Long Island
2020-12-27,Suffolk,1037,11377,Long Island
2020-12-26,Suffolk,885,12554,Long Island
2020-12-25,Suffolk,1272,17611,Long Island
2020-12-24,Suffolk,1270,18087,Long Island
2020-12-23,Suffolk,1330,18660,Long Island
2020-12-22,Suffolk,1239,17085,Long Island
2020-12-21,Suffolk,1034,14282,Long Island
2020-12-20,Suffolk,978,13180,Long Island
2020-12-19,Suffolk,1145,15670,Long Island
2020-12-18,Suffolk,942,15052,Long Island
2020-12-17,Suffolk,1197,16531,Long Island
2020-12-16,Suffolk,1169,17296,Long Island
2020-12-15,Suffolk,1056,12860,Long Island
2020-12-14,Suffolk,1171,17833,Long Island
2020-12-13,Suffolk,1087,16241,Long Island
2020-12-12,Suffolk,1086,17213,Long Island
2020-12-11,Suffolk,1163,20204,Long Island
2020-12-10,Suffolk,1075,16941,Long Island
2020-12-09,Suffolk,1047,17049,Long Island
2020-12-08,Suffolk,972,15586,Long Island
2020-12-07,Suffolk,1164,17883,Long Island
2020-12-06,Suffolk,748,12137,Long Island
2020-12-05,Suffolk,1119,17711,Long Island
2020-12-04,Suffolk,1064,17268,Long Island
2020-12-03,Suffolk,1171,18146,Long Island
2020-12-02,Suffolk,1111,18399,Long Island
2020-12-01,Suffolk,966,16615,Long Island
2020-11-30,Suffolk,609,11688,Long Island
2020-11-29,Suffolk,658,13745,Long Island
2020-11-28,Suffolk,604,12348,Long Island
2020-11-27,Suffolk,537,14089,Long Island
2020-11-26,Suffolk,711,18438,Long Island
2020-11-25,Suffolk,653,18628,Long Island
2020-11-24,Suffolk,543,12795,Long Island
2020-11-23,Suffolk,501,12670,Long Island
2020-11-22,Suffolk,526,13623,Long Island
2020-11-21,Suffolk,532,14027,Long Island
2020-11-20,Suffolk,478,17718,Long Island
2020-11-19,Suffolk,413,14807,Long Island
2020-11-18,Suffolk,431,13645,Long Island
2020-11-17,Suffolk,430,11360,Long Island
2020-11-16,Suffolk,402,11729,Long Island
2020-11-15,Suffolk,345,9345,Long Island
2020-11-14,Suffolk,366,12561,Long Island
2020-11-13,Suffolk,449,12149,Long Island
2020-11-12,Suffolk,428,11768,Long Island
2020-11-11,Suffolk,321,10924,Long Island
2020-11-10,Suffolk,412,12162,Long Island
2020-11-09,Suffolk,280,7813,Long Island
2020-11-08,Suffolk,324,8467,Long Island
2020-11-07,Suffolk,259,9743,Long Island
2020-11-06,Suffolk,259,10353,Long Island
2020-11-05,Suffolk,177,10332,Long Island
2020-11-04,Suffolk,179,10371,Long Island
2020-11-03,Suffolk,74,7486,Long Island
2020-11-02,Suffolk,176,9927,Long Island
2020-11-01,Suffolk,66,5501,Long Island
2020-10-31,Suffolk,142,10200,Long Island
2020-10-30,Suffolk,96,8488,Long Island
2020-10-29,Suffolk,102,9696,Long Island
2020-10-28,Suffolk,200,13426,Long Island
2020-10-27,Suffolk,169,8769,Long Island
2020-10-26,Suffolk,112,6767,Long Island
2020-10-25,Suffolk,54,5071,Long Island
2020-10-24,Suffolk,101,7576,Long Island
2020-10-23,Suffolk,163,9623,Long Island
2020-10-22,Suffolk,91,9115,Long Island
2020-10-21,Suffolk,74,8143,Long Island
2020-10-20,Suffolk,113,7837,Long Island
2020-10-19,Suffolk,41,5978,Long Island
2020-10-18,Suffolk,51,5554,Long Island
2020-10-17,Suffolk,88,8887,Long Island
2020-10-16,Suffolk,126,12149,Long Island
2020-10-15,Suffolk,104,9276,Long Island
2020-10-14,Suffolk,81,7801,Long Island
2020-10-13,Suffolk,69,7745,Long Island
2020-10-12,Suffolk,68,7109,Long Island
2020-10-11,Suffolk,62,5651,Long Island
2020-10-10,Suffolk,74,8565,Long Island
2020-10-09,Suffolk,72,7703,Long Island
2020-10-08,Suffolk,89,8946,Long Island
2020-10-07,Suffolk,107,11812,Long Island
2020-10-06,Suffolk,109,10845,Long Island
2020-10-05,Suffolk,89,8563,Long Island
2020-10-04,Suffolk,49,5724,Long Island
2020-10-03,Suffolk,72,8656,Long Island
2020-10-02,Suffolk,103,10195,Long Island
2020-10-01,Suffolk,104,8609,Long Island
2020-09-30,Suffolk,46,5924,Long Island
2020-09-29,Suffolk,53,3988,Long Island
2020-09-28,Suffolk,36,4300,Long Island
2020-09-27,Suffolk,41,4697,Long Island
2020-09-26,Suffolk,42,5435,Long Island
2020-09-25,Suffolk,52,6759,Long Island
2020-09-24,Suffolk,52,5646,Long Island
2020-09-23,Suffolk,33,6408,Long Island
2020-09-22,Suffolk,32,5254,Long Island
2020-09-21,Suffolk,67,5863,Long Island
2020-09-20,Suffolk,48,5208,Long Island
2020-09-19,Suffolk,51,6712,Long Island
2020-09-18,Suffolk,54,8053,Long Island
2020-09-17,Suffolk,41,5925,Long Island
2020-09-16,Suffolk,72,8319,Long Island
2020-09-15,Suffolk,58,4753,Long Island
2020-09-14,Suffolk,71,5634,Long Island
2020-09-13,Suffolk,31,4905,Long Island
2020-09-12,Suffolk,68,6000,Long Island
2020-09-11,Suffolk,81,6077,Long Island
2020-09-10,Suffolk,71,6839,Long Island
2020-09-09,Suffolk,52,6741,Long Island
2020-09-08,Suffolk,55,3080,Long Island
2020-09-07,Suffolk,52,3680,Long Island
2020-09-06,Suffolk,46,4364,Long Island
2020-09-05,Suffolk,58,5274,Long Island
2020-09-04,Suffolk,98,6619,Long Island
2020-09-03,Suffolk,96,6039,Long Island
2020-09-02,Suffolk,66,6644,Long Island
2020-09-01,Suffolk,55,5761,Long Island
2020-08-31,Suffolk,65,8045,Long Island
2020-08-30,Suffolk,57,5198,Long Island
2020-08-29,Suffolk,51,7199,Long Island
2020-08-28,Suffolk,34,6415,Long Island
2020-08-27,Suffolk,37,7132,Long Island
2020-08-26,Suffolk,36,6990,Long Island
2020-08-25,Suffolk,44,4955,Long Island
2020-08-24,Suffolk,42,4505,Long Island
2020-08-23,Suffolk,21,4910,Long Island
2020-08-22,Suffolk,42,5256,Long Island
2020-08-21,Suffolk,56,7213,Long Island
2020-08-20,Suffolk,47,6908,Long Island
2020-08-19,Suffolk,48,6779,Long Island
2020-08-18,Suffolk,70,7334,Long Island
2020-08-17,Suffolk,50,4631,Long Island
2020-08-16,Suffolk,26,3839,Long Island
2020-08-15,Suffolk,50,5886,Long Island
2020-08-14,Suffolk,64,6312,Long Island
2020-08-13,Suffolk,58,6154,Long Island
2020-08-12,Suffolk,39,6363,Long Island
2020-08-11,Suffolk,55,5030,Long Island
2020-08-10,Suffolk,49,4999,Long Island
2020-08-09,Suffolk,58,4029,Long Island
2020-08-08,Suffolk,37,6048,Long Island
2020-08-07,Suffolk,68,6401,Long Island
2020-08-06,Suffolk,51,5537,Long Island
2020-08-05,Suffolk,77,7082,Long Island
2020-08-04,Suffolk,85,5570,Long Island
2020-08-03,Suffolk,73,5697,Long Island
2020-08-02,Suffolk,50,4339,Long Island
2020-08-01,Suffolk,45,4797,Long Island
2020-07-31,Suffolk,76,6595,Long Island
2020-07-30,Suffolk,54,5371,Long Island
2020-07-29,Suffolk,86,6247,Long Island
2020-07-28,Suffolk,60,4399,Long Island
2020-07-27,Suffolk,57,4926,Long Island
2020-07-26,Suffolk,84,5292,Long Island
2020-07-25,Suffolk,61,4214,Long Island
2020-07-24,Suffolk,49,5594,Long Island
2020-07-23,Suffolk,58,6010,Long Island
2020-07-22,Suffolk,94,5525,Long Island
2020-07-21,Suffolk,46,4070,Long Island
2020-07-20,Suffolk,79,4508,Long Island
2020-07-19,Suffolk,30,4235,Long Island
2020-07-18,Suffolk,26,2755,Long Island
2020-07-17,Suffolk,58,4671,Long Island
2020-07-16,Suffolk,49,4822,Long Island
2020-07-15,Suffolk,66,6205,Long Island
2020-07-14,Suffolk,53,4756,Long Island
2020-07-13,Suffolk,102,4795,Long Island
2020-07-12,Suffolk,84,4517,Long Island
2020-07-11,Suffolk,41,4260,Long Island
2020-07-10,Suffolk,76,5490,Long Island
2020-07-09,Suffolk,62,6245,Long Island
2020-07-08,Suffolk,50,5372,Long Island
2020-07-07,Suffolk,69,4108,Long Island
2020-07-06,Suffolk,45,4226,Long Island
2020-07-05,Suffolk,43,3812,Long Island
2020-07-04,Suffolk,57,5933,Long Island
2020-07-03,Suffolk,47,4110,Long Island
2020-07-02,Suffolk,47,4791,Long Island
2020-07-01,Suffolk,64,5730,Long Island
2020-06-30,Suffolk,42,4047,Long Island
2020-06-29,Suffolk,46,3312,Long Island
2020-06-28,Suffolk,33,4481,Long Island
2020-06-27,Suffolk,53,5095,Long Island
2020-06-26,Suffolk,45,4615,Long Island
2020-06-25,Suffolk,57,5076,Long Island
2020-06-24,Suffolk,50,5529,Long Island
2020-06-23,Suffolk,45,3941,Long Island
2020-06-22,Suffolk,46,3530,Long Island
2020-06-21,Suffolk,38,3952,Long Island
2020-06-20,Suffolk,64,5243,Long Island
2020-06-19,Suffolk,44,4391,Long Island
2020-06-18,Suffolk,54,5570,Long Island
2020-06-17,Suffolk,40,5476,Long Island
2020-06-16,Suffolk,32,4086,Long Island
2020-06-15,Suffolk,46,4866,Long Island
2020-06-14,Suffolk,33,4110,Long Island
2020-06-13,Suffolk,44,4243,Long Island
2020-06-12,Suffolk,56,5879,Long Island
2020-06-11,Suffolk,47,5206,Long Island
2020-06-10,Suffolk,48,5079,Long Island
2020-06-09,Suffolk,38,4099,Long Island
2020-06-08,Suffolk,49,4098,Long Island
2020-06-07,Suffolk,48,4833,Long Island
2020-06-06,Suffolk,51,4582,Long Island
2020-06-05,Suffolk,39,5505,Long Island
2020-06-04,Suffolk,86,5202,Long Island
2020-06-03,Suffolk,91,5178,Long Island
2020-06-02,Suffolk,82,4840,Long Island
2020-06-01,Suffolk,275,4365,Long Island
2020-05-31,Suffolk,62,4294,Long Island
2020-05-30,Suffolk,111,5138,Long Island
2020-05-29,Suffolk,87,4388,Long Island
2020-05-28,Suffolk,86,4591,Long Island
2020-05-27,Suffolk,101,4482,Long Island
2020-05-26,Suffolk,59,2492,Long Island
2020-05-25,Suffolk,109,3241,Long Island
2020-05-24,Suffolk,126,4010,Long Island
2020-05-23,Suffolk,162,3865,Long Island
2020-05-22,Suffolk,130,4005,Long Island
2020-05-21,Suffolk,119,3022,Long Island
2020-05-20,Suffolk,142,3623,Long Island
2020-05-19,Suffolk,84,2416,Long Island
2020-05-18,Suffolk,103,2118,Long Island
2020-05-17,Suffolk,107,1948,Long Island
2020-05-16,Suffolk,175,2818,Long Island
2020-05-15,Suffolk,223,3048,Long Island
2020-05-14,Suffolk,175,2777,Long Island
2020-05-13,Suffolk,239,3229,Long Island
2020-05-12,Suffolk,243,2950,Long Island
2020-05-11,Suffolk,151,1964,Long Island
2020-05-10,Suffolk,209,2014,Long Island
2020-05-09,Suffolk,241,2556,Long Island
2020-05-08,Suffolk,238,2227,Long Island
2020-05-07,Suffolk,331,2357,Long Island
2020-05-06,Suffolk,349,2668,Long Island
2020-05-05,Suffolk,268,2112,Long Island
2020-05-04,Suffolk,198,1586,Long Island
2020-05-03,Suffolk,222,1640,Long Island
2020-05-02,Suffolk,377,2521,Long Island
2020-05-01,Suffolk,441,2660,Long Island
2020-04-30,Suffolk,373,2207,Long Island
2020-04-29,Suffolk,399,2193,Long Island
2020-04-28,Suffolk,541,2669,Long Island
2020-04-27,Suffolk,254,1429,Long Island
2020-04-26,Suffolk,411,1826,Long Island
2020-04-25,Suffolk,691,2830,Long Island
2020-04-24,Suffolk,762,2860,Long Island
2020-04-23,Suffolk,1039,3858,Long Island
2020-04-22,Suffolk,713,2428,Long Island
2020-04-21,Suffolk,700,2188,Long Island
2020-04-20,Suffolk,492,1482,Long Island
2020-04-19,Suffolk,774,2278,Long Island
2020-04-18,Suffolk,745,2392,Long Island
2020-04-17,Suffolk,1108,3385,Long Island
2020-04-16,Suffolk,853,2496,Long Island
2020-04-15,Suffolk,904,2536,Long Island
2020-04-14,Suffolk,816,2135,Long Island
2020-04-13,Suffolk,819,2246,Long Island
2020-04-12,Suffolk,827,2164,Long Island
2020-04-11,Suffolk,933,2215,Long Island
2020-04-10,Suffolk,1191,2556,Long Island
2020-04-09,Suffolk,1279,2942,Long Island
2020-04-08,Suffolk,1569,3889,Long Island
2020-04-07,Suffolk,1327,3139,Long Island
2020-04-06,Suffolk,1030,2323,Long Island
2020-04-05,Suffolk,1082,2211,Long Island
2020-04-04,Suffolk,1035,2200,Long Island
2020-04-03,Suffolk,1216,2463,Long Island
2020-04-02,Suffolk,1408,2575,Long Island
2020-04-01,Suffolk,1141,2148,Long Island
2020-03-31,Suffolk,892,1620,Long Island
2020-03-30,Suffolk,922,1857,Long Island
2020-03-29,Suffolk,768,1598,Long Island
2020-03-28,Suffolk,885,2155,Long Island
2020-03-27,Suffolk,753,1690,Long Island
2020-03-26,Suffolk,650,1333,Long Island
2020-03-25,Suffolk,475,1189,Long Island
2020-03-24,Suffolk,380,854,Long Island
2020-03-23,Suffolk,422,1047,Long Island
2020-03-22,Suffolk,424,1153,Long Island
2020-03-21,Suffolk,373,1578,Long Island
2020-03-20,Suffolk,290,1461,Long Island
2020-03-19,Suffolk,193,766,Long Island
2020-03-18,Suffolk,62,361,Long Island
2020-03-17,Suffolk,31,179,Long Island
2020-03-16,Suffolk,22,109,Long Island
2020-03-15,Suffolk,22,95,Long Island
2020-03-14,Suffolk,9,38,Long Island
2020-03-13,Suffolk,10,79,Long Island
2020-03-12,Suffolk,11,73,Long Island
2020-03-11,Suffolk,5,24,Long Island
2020-03-10,Suffolk,5,24,Long Island
2020-03-09,Suffolk,0,4,Long Island
2020-03-08,Suffolk,1,11,Long Island
2020-03-07,Suffolk,0,2,Long Island
2020-03-06,Suffolk,0,1,Long Island
2020-03-05,Suffolk,0,2,Long Island
2020-03-04,Suffolk,0,2,Long Island
2020-03-03,Suffolk,0,0,Long Island
2020-03-02,Suffolk,0,0,Long Island
2020-03-01,Suffolk,0,0,Long Island
2022-10-12,Westchester,195,2818,Lower Hudson Valley
2022-10-11,Westchester,224,2770,Lower Hudson Valley
2022-10-10,Westchester,127,1643,Lower Hudson Valley
2022-10-09,Westchester,144,2057,Lower Hudson Valley
2022-10-08,Westchester,178,2194,Lower Hudson Valley
2022-10-07,Westchester,220,2578,Lower Hudson Valley
2022-10-06,Westchester,196,3165,Lower Hudson Valley
2022-10-05,Westchester,233,3578,Lower Hudson Valley
2022-10-04,Westchester,200,2814,Lower Hudson Valley
2022-10-03,Westchester,142,1796,Lower Hudson Valley
2022-10-02,Westchester,115,1711,Lower Hudson Valley
2022-10-01,Westchester,199,2499,Lower Hudson Valley
2022-09-30,Westchester,191,2925,Lower Hudson Valley
2022-09-29,Westchester,259,3540,Lower Hudson Valley
2022-09-28,Westchester,198,3186,Lower Hudson Valley
2022-09-27,Westchester,194,2549,Lower Hudson Valley
2022-09-26,Westchester,160,2041,Lower Hudson Valley
2022-09-25,Westchester,135,1768,Lower Hudson Valley
2022-09-24,Westchester,167,2551,Lower Hudson Valley
2022-09-23,Westchester,197,2794,Lower Hudson Valley
2022-09-22,Westchester,235,3332,Lower Hudson Valley
2022-09-21,Westchester,309,4278,Lower Hudson Valley
2022-09-20,Westchester,256,2860,Lower Hudson Valley
2022-09-19,Westchester,166,1835,Lower Hudson Valley
2022-09-18,Westchester,161,2161,Lower Hudson Valley
2022-09-17,Westchester,210,2654,Lower Hudson Valley
2022-09-16,Westchester,244,3038,Lower Hudson Valley
2022-09-15,Westchester,214,2890,Lower Hudson Valley
2022-09-14,Westchester,231,3638,Lower Hudson Valley
2022-09-13,Westchester,240,3183,Lower Hudson Valley
2022-09-12,Westchester,168,1892,Lower Hudson Valley
2022-09-11,Westchester,131,1788,Lower Hudson Valley
2022-09-10,Westchester,196,2913,Lower Hudson Valley
2022-09-09,Westchester,162,2097,Lower Hudson Valley
2022-09-08,Westchester,177,2613,Lower Hudson Valley
2022-09-07,Westchester,151,2577,Lower Hudson Valley
2022-09-06,Westchester,151,2077,Lower Hudson Valley
2022-09-05,Westchester,87,1093,Lower Hudson Valley
2022-09-04,Westchester,122,1694,Lower Hudson Valley
2022-09-03,Westchester,141,2560,Lower Hudson Valley
2022-09-02,Westchester,197,2449,Lower Hudson Valley
2022-09-01,Westchester,161,2666,Lower Hudson Valley
2022-08-31,Westchester,251,3324,Lower Hudson Valley
2022-08-30,Westchester,195,2498,Lower Hudson Valley
2022-08-29,Westchester,180,2074,Lower Hudson Valley
2022-08-28,Westchester,121,1741,Lower Hudson Valley
2022-08-27,Westchester,186,2406,Lower Hudson Valley
2022-08-26,Westchester,161,2397,Lower Hudson Valley
2022-08-25,Westchester,223,2951,Lower Hudson Valley
2022-08-24,Westchester,229,3153,Lower Hudson Valley
2022-08-23,Westchester,210,2492,Lower Hudson Valley
2022-08-22,Westchester,147,1831,Lower Hudson Valley
2022-08-21,Westchester,144,2074,Lower Hudson Valley
2022-08-20,Westchester,162,2384,Lower Hudson Valley
2022-08-19,Westchester,220,3251,Lower Hudson Valley
2022-08-18,Westchester,219,3114,Lower Hudson Valley
2022-08-17,Westchester,216,2986,Lower Hudson Valley
2022-08-16,Westchester,234,2733,Lower Hudson Valley
2022-08-15,Westchester,152,1764,Lower Hudson Valley
2022-08-14,Westchester,177,2376,Lower Hudson Valley
2022-08-13,Westchester,189,2636,Lower Hudson Valley
2022-08-12,Westchester,214,2964,Lower Hudson Valley
2022-08-11,Westchester,250,3053,Lower Hudson Valley
2022-08-10,Westchester,332,3555,Lower Hudson Valley
2022-08-09,Westchester,273,3279,Lower Hudson Valley
2022-08-08,Westchester,242,2349,Lower Hudson Valley
2022-08-07,Westchester,164,1696,Lower Hudson Valley
2022-08-06,Westchester,263,3071,Lower Hudson Valley
2022-08-05,Westchester,251,3052,Lower Hudson Valley
2022-08-04,Westchester,349,3338,Lower Hudson Valley
2022-08-03,Westchester,331,3534,Lower Hudson Valley
2022-08-02,Westchester,367,3772,Lower Hudson Valley
2022-08-01,Westchester,241,1989,Lower Hudson Valley
2022-07-31,Westchester,260,2309,Lower Hudson Valley
2022-07-30,Westchester,276,3020,Lower Hudson Valley
2022-07-29,Westchester,371,3883,Lower Hudson Valley
2022-07-28,Westchester,363,3516,Lower Hudson Valley
2022-07-27,Westchester,411,3613,Lower Hudson Valley
2022-07-26,Westchester,327,3320,Lower Hudson Valley
2022-07-25,Westchester,199,2092,Lower Hudson Valley
2022-07-24,Westchester,266,2234,Lower Hudson Valley
2022-07-23,Westchester,349,3503,Lower Hudson Valley
2022-07-22,Westchester,344,3384,Lower Hudson Valley
2022-07-21,Westchester,342,3744,Lower Hudson Valley
2022-07-20,Westchester,386,3819,Lower Hudson Valley
2022-07-19,Westchester,466,4104,Lower Hudson Valley
2022-07-18,Westchester,239,2253,Lower Hudson Valley
2022-07-17,Westchester,234,2070,Lower Hudson Valley
2022-07-16,Westchester,310,3139,Lower Hudson Valley
2022-07-15,Westchester,381,3881,Lower Hudson Valley
2022-07-14,Westchester,397,3753,Lower Hudson Valley
2022-07-13,Westchester,478,4506,Lower Hudson Valley
2022-07-12,Westchester,322,3260,Lower Hudson Valley
2022-07-11,Westchester,368,2969,Lower Hudson Valley
2022-07-10,Westchester,256,1895,Lower Hudson Valley
2022-07-09,Westchester,259,3042,Lower Hudson Valley
2022-07-08,Westchester,371,3680,Lower Hudson Valley
2022-07-07,Westchester,471,4032,Lower Hudson Valley
2022-07-06,Westchester,469,4063,Lower Hudson Valley
2022-07-05,Westchester,252,2006,Lower Hudson Valley
2022-07-04,Westchester,259,1850,Lower Hudson Valley
2022-07-03,Westchester,246,2180,Lower Hudson Valley
2022-07-02,Westchester,247,2705,Lower Hudson Valley
2022-07-01,Westchester,379,3815,Lower Hudson Valley
2022-06-30,Westchester,403,3920,Lower Hudson Valley
2022-06-29,Westchester,410,3694,Lower Hudson Valley
2022-06-28,Westchester,379,3855,Lower Hudson Valley
2022-06-27,Westchester,262,3038,Lower Hudson Valley
2022-06-26,Westchester,200,2305,Lower Hudson Valley
2022-06-25,Westchester,295,3942,Lower Hudson Valley
2022-06-24,Westchester,291,4588,Lower Hudson Valley
2022-06-23,Westchester,309,4878,Lower Hudson Valley
2022-06-22,Westchester,386,4695,Lower Hudson Valley
2022-06-21,Westchester,266,3024,Lower Hudson Valley
2022-06-20,Westchester,233,2120,Lower Hudson Valley
2022-06-19,Westchester,174,2675,Lower Hudson Valley
2022-06-18,Westchester,236,3283,Lower Hudson Valley
2022-06-17,Westchester,303,4298,Lower Hudson Valley
2022-06-16,Westchester,302,5370,Lower Hudson Valley
2022-06-15,Westchester,320,4830,Lower Hudson Valley
2022-06-14,Westchester,310,4142,Lower Hudson Valley
2022-06-13,Westchester,301,4407,Lower Hudson Valley
2022-06-12,Westchester,157,2361,Lower Hudson Valley
2022-06-11,Westchester,251,3820,Lower Hudson Valley
2022-06-10,Westchester,340,4370,Lower Hudson Valley
2022-06-09,Westchester,316,5899,Lower Hudson Valley
2022-06-08,Westchester,353,4480,Lower Hudson Valley
2022-06-07,Westchester,366,5161,Lower Hudson Valley
2022-06-06,Westchester,277,3081,Lower Hudson Valley
2022-06-05,Westchester,216,2570,Lower Hudson Valley
2022-06-04,Westchester,309,6084,Lower Hudson Valley
2022-06-03,Westchester,391,5421,Lower Hudson Valley
2022-06-02,Westchester,465,6541,Lower Hudson Valley
2022-06-01,Westchester,398,4775,Lower Hudson Valley
2022-05-31,Westchester,349,3017,Lower Hudson Valley
2022-05-30,Westchester,186,2009,Lower Hudson Valley
2022-05-29,Westchester,228,2371,Lower Hudson Valley
2022-05-28,Westchester,387,4682,Lower Hudson Valley
2022-05-27,Westchester,453,6269,Lower Hudson Valley
2022-05-26,Westchester,517,7739,Lower Hudson Valley
2022-05-25,Westchester,505,5459,Lower Hudson Valley
2022-05-24,Westchester,519,5117,Lower Hudson Valley
2022-05-23,Westchester,353,3024,Lower Hudson Valley
2022-05-22,Westchester,386,3406,Lower Hudson Valley
2022-05-21,Westchester,376,4928,Lower Hudson Valley
