test_date,county,new_positives,total_number_of_tests,region_orig
2021-04-26,Nassau,152,6034,Long Island
2021-04-25,Nassau,222,8872,Long Island
2021-04-24,Nassau,233,13063,Long Island
2021-04-23,Nassau,283,14351,Long Island
2021-04-22,Nassau,322,15645,Long Island
2021-04-21,Nassau,277,14787,Long Island
2021-04-20,Nassau,302,11718,Long Island
2021-04-19,Nassau,277,7467,Long Island
2021-04-18,Nassau,312,9385,Long Island
2021-04-17,Nassau,343,14271,Long Island
2021-04-16,Nassau,602,23614,Long Island
2021-04-15,Nassau,480,15317,Long Island
2021-04-14,Nassau,527,18603,Long Island
2021-04-13,Nassau,369,12222,Long Island
2021-04-12,Nassau,350,8491,Long Island
2021-04-11,Nassau,394,8947,Long Island
2021-04-10,Nassau,507,14676,Long Island
2021-04-09,Nassau,556,18267,Long Island
2021-04-08,Nassau,668,19148,Long Island
2021-04-07,Nassau,810,20531,Long Island
2021-04-06,Nassau,553,13904,Long Island
2021-04-05,Nassau,505,9348,Long Island
2021-04-04,Nassau,501,11634,Long Island
2021-04-03,Nassau,644,14335,Long Island
2021-04-02,Nassau,651,17827,Long Island
2021-04-01,Nassau,638,16340,Long Island
2021-03-31,Nassau,689,16290,Long Island
2021-03-30,Nassau,676,14127,Long Island
2021-03-29,Nassau,516,10264,Long Island
2021-03-28,Nassau,580,13278,Long Island
2021-03-27,Nassau,690,14547,Long Island
2021-03-26,Nassau,614,15947,Long Island
2021-03-25,Nassau,696,20018,Long Island
2021-03-24,Nassau,701,17184,Long Island
2021-03-23,Nassau,603,13074,Long Island
2021-03-22,Nassau,533,9192,Long Island
2021-03-21,Nassau,540,11379,Long Island
2021-03-20,Nassau,608,14056,Long Island
2021-03-19,Nassau,697,16362,Long Island
2021-03-18,Nassau,702,17551,Long Island
2021-03-17,Nassau,632,16403,Long Island
2021-03-16,Nassau,784,17754,Long Island
2021-03-15,Nassau,623,10023,Long Island
2021-03-14,Nassau,540,9827,Long Island
2021-03-13,Nassau,513,11196,Long Island
2021-03-12,Nassau,663,13983,Long Island
2021-03-11,Nassau,779,19275,Long Island
2021-03-10,Nassau,579,14282,Long Island
2021-03-09,Nassau,577,12311,Long Island
2021-03-08,Nassau,612,12239,Long Island
2021-03-07,Nassau,453,9481,Long Island
2021-03-06,Nassau,676,13612,Long Island
2021-03-05,Nassau,643,16724,Long Island
2021-03-04,Nassau,789,20134,Long Island
2021-03-03,Nassau,687,16797,Long Island
2021-03-02,Nassau,600,12795,Long Island
2021-03-01,Nassau,582,9403,Long Island
2021-02-28,Nassau,559,12365,Long Island
2021-02-27,Nassau,638,16990,Long Island
2021-02-26,Nassau,745,18923,Long Island
2021-02-25,Nassau,742,19670,Long Island
2021-02-24,Nassau,695,16495,Long Island
2021-02-23,Nassau,519,14538,Long Island
2021-02-22,Nassau,640,14635,Long Island
2021-02-21,Nassau,516,11210,Long Island
2021-02-20,Nassau,546,11887,Long Island
2021-02-19,Nassau,602,15021,Long Island
2021-02-18,Nassau,729,16098,Long Island
2021-02-17,Nassau,514,13946,Long Island
2021-02-16,Nassau,538,12094,Long Island
2021-02-15,Nassau,579,10457,Long Island
2021-02-14,Nassau,591,12725,Long Island
2021-02-13,Nassau,732,16923,Long Island
2021-02-12,Nassau,840,19117,Long Island
2021-02-11,Nassau,748,17201,Long Island
2021-02-10,Nassau,919,19295,Long Island
2021-02-09,Nassau,566,10493,Long Island
2021-02-08,Nassau,820,14458,Long Island
2021-02-07,Nassau,664,12764,Long Island
2021-02-06,Nassau,870,17518,Long Island
2021-02-05,Nassau,1056,19272,Long Island
2021-02-04,Nassau,757,14828,Long Island
2021-02-03,Nassau,611,12379,Long Island
2021-02-02,Nassau,547,9826,Long Island
2021-02-01,Nassau,732,12109,Long Island
2021-01-31,Nassau,919,16124,Long Island
2021-01-30,Nassau,992,19361,Long Island
2021-01-29,Nassau,1139,20974,Long Island
2021-01-28,Nassau,1234,22054,Long Island
2021-01-27,Nassau,1251,19161,Long Island
2021-01-26,Nassau,977,14270,Long Island
2021-01-25,Nassau,942,13428,Long Island
2021-01-24,Nassau,1198,19416,Long Island
2021-01-23,Nassau,1069,18669,Long Island
2021-01-22,Nassau,1198,19767,Long Island
2021-01-21,Nassau,1364,20729,Long Island
2021-01-20,Nassau,1306,17538,Long Island
2021-01-19,Nassau,1096,14987,Long Island
2021-01-18,Nassau,1157,16330,Long Island
2021-01-17,Nassau,1110,17716,Long Island
2021-01-16,Nassau,1309,21605,Long Island
2021-01-15,Nassau,1409,20397,Long Island
2021-01-14,Nassau,1858,27723,Long Island
2021-01-13,Nassau,1172,16725,Long Island
2021-01-12,Nassau,1457,16844,Long Island
2021-01-11,Nassau,1419,16654,Long Island
2021-01-10,Nassau,1494,21691,Long Island
2021-01-09,Nassau,1403,18673,Long Island
2021-01-08,Nassau,1742,21177,Long Island
2021-01-07,Nassau,1693,19306,Long Island
2021-01-06,Nassau,1634,18796,Long Island
2021-01-05,Nassau,1733,17392,Long Island
2021-01-04,Nassau,1273,13327,Long Island
2021-01-03,Nassau,1071,12437,Long Island
2021-01-02,Nassau,1166,15323,Long Island
2021-01-01,Nassau,1409,17847,Long Island
2020-12-31,Nassau,1556,19535,Long Island
2020-12-30,Nassau,1608,18071,Long Island
2020-12-29,Nassau,1273,12161,Long Island
2020-12-28,Nassau,979,14306,Long Island
2020-12-27,Nassau,999,13683,Long Island
2020-12-26,Nassau,812,13231,Long Island
2020-12-25,Nassau,1134,19879,Long Island
2020-12-24,Nassau,1096,17700,Long Island
2020-12-23,Nassau,1020,17407,Long Island
2020-12-22,Nassau,1015,18240,Long Island
2020-12-21,Nassau,880,14387,Long Island
2020-12-20,Nassau,766,12395,Long Island
2020-12-19,Nassau,901,15937,Long Island
2020-12-18,Nassau,763,14782,Long Island
2020-12-17,Nassau,901,16677,Long Island
2020-12-16,Nassau,853,13642,Long Island
2020-12-15,Nassau,782,12606,Long Island
2020-12-14,Nassau,908,17269,Long Island
2020-12-13,Nassau,739,13826,Long Island
2020-12-12,Nassau,839,16162,Long Island
2020-12-11,Nassau,899,19405,Long Island
2020-12-10,Nassau,759,16097,Long Island
2020-12-09,Nassau,775,14953,Long Island
2020-12-08,Nassau,708,14707,Long Island
2020-12-07,Nassau,863,14754,Long Island
2020-12-06,Nassau,534,11795,Long Island
2020-12-05,Nassau,739,16123,Long Island
2020-12-04,Nassau,698,14066,Long Island
2020-12-03,Nassau,916,17140,Long Island
2020-12-02,Nassau,757,14864,Long Island
2020-12-01,Nassau,826,16130,Long Island
2020-11-30,Nassau,461,11166,Long Island
2020-11-29,Nassau,520,12689,Long Island
2020-11-28,Nassau,481,14082,Long Island
2020-11-27,Nassau,462,14896,Long Island
2020-11-26,Nassau,671,17980,Long Island
2020-11-25,Nassau,582,18620,Long Island
2020-11-24,Nassau,496,13033,Long Island
2020-11-23,Nassau,362,12900,Long Island
2020-11-22,Nassau,421,13559,Long Island
2020-11-21,Nassau,437,13335,Long Island
2020-11-20,Nassau,394,13271,Long Island
2020-11-19,Nassau,389,13145,Long Island
2020-11-18,Nassau,374,12509,Long Island
2020-11-17,Nassau,397,11920,Long Island
2020-11-16,Nassau,406,11575,Long Island
2020-11-15,Nassau,295,8711,Long Island
2020-11-14,Nassau,326,13152,Long Island
2020-11-13,Nassau,417,13724,Long Island
2020-11-12,Nassau,374,12488,Long Island
2020-11-11,Nassau,322,10104,Long Island
2020-11-10,Nassau,402,12531,Long Island
2020-11-09,Nassau,278,8264,Long Island
2020-11-08,Nassau,213,7560,Long Island
2020-11-07,Nassau,264,10193,Long Island
2020-11-06,Nassau,254,10433,Long Island
2020-11-05,Nassau,246,11881,Long Island
2020-11-04,Nassau,216,9862,Long Island
2020-11-03,Nassau,100,7707,Long Island
2020-11-02,Nassau,195,10365,Long Island
2020-11-01,Nassau,113,7240,Long Island
2020-10-31,Nassau,141,9981,Long Island
2020-10-30,Nassau,146,9758,Long Island
2020-10-29,Nassau,166,10195,Long Island
2020-10-28,Nassau,178,11971,Long Island
2020-10-27,Nassau,167,8517,Long Island
2020-10-26,Nassau,119,8086,Long Island
2020-10-25,Nassau,65,5041,Long Island
2020-10-24,Nassau,109,8299,Long Island
2020-10-23,Nassau,161,10153,Long Island
2020-10-22,Nassau,101,8982,Long Island
2020-10-21,Nassau,77,7088,Long Island
2020-10-20,Nassau,133,7970,Long Island
2020-10-19,Nassau,74,6934,Long Island
2020-10-18,Nassau,61,5522,Long Island
2020-10-17,Nassau,102,9050,Long Island
2020-10-16,Nassau,117,11691,Long Island
2020-10-15,Nassau,105,9485,Long Island
2020-10-14,Nassau,88,7980,Long Island
2020-10-13,Nassau,85,7559,Long Island
2020-10-12,Nassau,101,7833,Long Island
2020-10-11,Nassau,65,5181,Long Island
2020-10-10,Nassau,92,8397,Long Island
2020-10-09,Nassau,105,8925,Long Island
2020-10-08,Nassau,80,8320,Long Island
2020-10-07,Nassau,140,11919,Long Island
2020-10-06,Nassau,124,7817,Long Island
2020-10-05,Nassau,90,7585,Long Island
2020-10-04,Nassau,56,5954,Long Island
2020-10-03,Nassau,79,7752,Long Island
2020-10-02,Nassau,133,9841,Long Island
2020-10-01,Nassau,105,7917,Long Island
2020-09-30,Nassau,72,5967,Long Island
2020-09-29,Nassau,66,4876,Long Island
2020-09-28,Nassau,80,5621,Long Island
2020-09-27,Nassau,68,4043,Long Island
2020-09-26,Nassau,67,5975,Long Island
2020-09-25,Nassau,71,6733,Long Island
2020-09-24,Nassau,71,6406,Long Island
2020-09-23,Nassau,46,5634,Long Island
2020-09-22,Nassau,63,4360,Long Island
2020-09-21,Nassau,66,6020,Long Island
2020-09-20,Nassau,41,4905,Long Island
2020-09-19,Nassau,64,6759,Long Island
2020-09-18,Nassau,102,8330,Long Island
2020-09-17,Nassau,63,6037,Long Island
2020-09-16,Nassau,83,6284,Long Island
2020-09-15,Nassau,66,4810,Long Island
2020-09-14,Nassau,77,6928,Long Island
2020-09-13,Nassau,52,4258,Long Island
2020-09-12,Nassau,78,5780,Long Island
2020-09-11,Nassau,83,5742,Long Island
2020-09-10,Nassau,105,7023,Long Island
2020-09-09,Nassau,73,6033,Long Island
2020-09-08,Nassau,78,4238,Long Island
2020-09-07,Nassau,65,4216,Long Island
2020-09-06,Nassau,36,4189,Long Island
2020-09-05,Nassau,78,6573,Long Island
2020-09-04,Nassau,107,6642,Long Island
2020-09-03,Nassau,84,7265,Long Island
2020-09-02,Nassau,79,6522,Long Island
2020-09-01,Nassau,84,10917,Long Island
2020-08-31,Nassau,84,7238,Long Island
2020-08-30,Nassau,67,5442,Long Island
2020-08-29,Nassau,56,6719,Long Island
2020-08-28,Nassau,51,6780,Long Island
2020-08-27,Nassau,53,9814,Long Island
2020-08-26,Nassau,47,6294,Long Island
2020-08-25,Nassau,55,5589,Long Island
2020-08-24,Nassau,64,5565,Long Island
2020-08-23,Nassau,39,4386,Long Island
2020-08-22,Nassau,40,5082,Long Island
2020-08-21,Nassau,43,6974,Long Island
2020-08-20,Nassau,50,7190,Long Island
2020-08-19,Nassau,49,5928,Long Island
2020-08-18,Nassau,62,7861,Long Island
2020-08-17,Nassau,46,4460,Long Island
2020-08-16,Nassau,26,4425,Long Island
2020-08-15,Nassau,38,5833,Long Island
2020-08-14,Nassau,51,6389,Long Island
2020-08-13,Nassau,45,6693,Long Island
2020-08-12,Nassau,34,5534,Long Island
2020-08-11,Nassau,37,5160,Long Island
2020-08-10,Nassau,34,5273,Long Island
2020-08-09,Nassau,35,3823,Long Island
2020-08-08,Nassau,27,5314,Long Island
2020-08-07,Nassau,48,6525,Long Island
2020-08-06,Nassau,46,5019,Long Island
2020-08-05,Nassau,52,5304,Long Island
2020-08-04,Nassau,46,5492,Long Island
2020-08-03,Nassau,56,4606,Long Island
2020-08-02,Nassau,58,3808,Long Island
2020-08-01,Nassau,51,4727,Long Island
2020-07-31,Nassau,68,7106,Long Island
2020-07-30,Nassau,45,5138,Long Island
2020-07-29,Nassau,58,5731,Long Island
2020-07-28,Nassau,41,4616,Long Island
2020-07-27,Nassau,42,4208,Long Island
2020-07-26,Nassau,57,4176,Long Island
2020-07-25,Nassau,45,3752,Long Island
2020-07-24,Nassau,55,5712,Long Island
2020-07-23,Nassau,44,5798,Long Island
2020-07-22,Nassau,51,4594,Long Island
2020-07-21,Nassau,36,3991,Long Island
2020-07-20,Nassau,51,4724,Long Island
2020-07-19,Nassau,56,3987,Long Island
2020-07-18,Nassau,28,3006,Long Island
2020-07-17,Nassau,39,4695,Long Island
2020-07-16,Nassau,49,5567,Long Island
2020-07-15,Nassau,44,5979,Long Island
2020-07-14,Nassau,39,4295,Long Island
2020-07-13,Nassau,69,3898,Long Island
2020-07-12,Nassau,47,4319,Long Island
2020-07-11,Nassau,40,5168,Long Island
2020-07-10,Nassau,35,5718,Long Island
2020-07-09,Nassau,68,6711,Long Island
2020-07-08,Nassau,42,5038,Long Island
2020-07-07,Nassau,34,3792,Long Island
2020-07-06,Nassau,35,4066,Long Island
2020-07-05,Nassau,22,3801,Long Island
2020-07-04,Nassau,43,6290,Long Island
2020-07-03,Nassau,41,4709,Long Island
2020-07-02,Nassau,37,4562,Long Island
2020-07-01,Nassau,57,5297,Long Island
2020-06-30,Nassau,46,3842,Long Island
2020-06-29,Nassau,27,3478,Long Island
2020-06-28,Nassau,26,3856,Long Island
2020-06-27,Nassau,29,5255,Long Island
2020-06-26,Nassau,41,5282,Long Island
2020-06-25,Nassau,38,3867,Long Island
2020-06-24,Nassau,61,5618,Long Island
2020-06-23,Nassau,41,3983,Long Island
2020-06-22,Nassau,31,3374,Long Island
2020-06-21,Nassau,34,4104,Long Island
2020-06-20,Nassau,36,5000,Long Island
2020-06-19,Nassau,56,4698,Long Island
2020-06-18,Nassau,38,5646,Long Island
2020-06-17,Nassau,29,5054,Long Island
2020-06-16,Nassau,30,4270,Long Island
2020-06-15,Nassau,50,4585,Long Island
2020-06-14,Nassau,36,3939,Long Island
2020-06-13,Nassau,32,4039,Long Island
2020-06-12,Nassau,58,5228,Long Island
2020-06-11,Nassau,54,4796,Long Island
2020-06-10,Nassau,45,4869,Long Island
2020-06-09,Nassau,35,4210,Long Island
2020-06-08,Nassau,33,3159,Long Island
2020-06-07,Nassau,43,4033,Long Island
2020-06-06,Nassau,51,4119,Long Island
2020-06-05,Nassau,56,5533,Long Island
2020-06-04,Nassau,84,5177,Long Island
2020-06-03,Nassau,69,5104,Long Island
2020-06-02,Nassau,72,4433,Long Island
2020-06-01,Nassau,93,3851,Long Island
2020-05-31,Nassau,83,3878,Long Island
2020-05-30,Nassau,89,4112,Long Island
2020-05-29,Nassau,81,4710,Long Island
2020-05-28,Nassau,86,4760,Long Island
2020-05-27,Nassau,106,4664,Long Island
2020-05-26,Nassau,60,2390,Long Island
2020-05-25,Nassau,67,2269,Long Island
2020-05-24,Nassau,70,2891,Long Island
2020-05-23,Nassau,111,3739,Long Island
2020-05-22,Nassau,118,4188,Long Island
2020-05-21,Nassau,121,3097,Long Island
2020-05-20,Nassau,119,3112,Long Island
2020-05-19,Nassau,73,2281,Long Island
2020-05-18,Nassau,70,1635,Long Island
2020-05-17,Nassau,89,1749,Long Island
2020-05-16,Nassau,103,2020,Long Island
2020-05-15,Nassau,169,2478,Long Island
2020-05-14,Nassau,121,2363,Long Island
2020-05-13,Nassau,156,2633,Long Island
2020-05-12,Nassau,153,2374,Long Island
2020-05-11,Nassau,97,1558,Long Island
2020-05-10,Nassau,120,1756,Long Island
2020-05-09,Nassau,189,2260,Long Island
2020-05-08,Nassau,216,2390,Long Island
2020-05-07,Nassau,219,2050,Long Island
2020-05-06,Nassau,243,2658,Long Island
2020-05-05,Nassau,198,1765,Long Island
2020-05-04,Nassau,187,1822,Long Island
2020-05-03,Nassau,185,1736,Long Island
2020-05-02,Nassau,261,2194,Long Island
2020-05-01,Nassau,358,2384,Long Island
2020-04-30,Nassau,307,2108,Long Island
2020-04-29,Nassau,349,2424,Long Island
2020-04-28,Nassau,420,2509,Long Island
2020-04-27,Nassau,220,1499,Long Island
2020-04-26,Nassau,343,1871,Long Island
2020-04-25,Nassau,724,3334,Long Island
2020-04-24,Nassau,1033,4225,Long Island
2020-04-23,Nassau,641,2787,Long Island
2020-04-22,Nassau,569,1980,Long Island
2020-04-21,Nassau,476,1697,Long Island
2020-04-20,Nassau,402,1385,Long Island
2020-04-19,Nassau,664,2196,Long Island
2020-04-18,Nassau,833,2658,Long Island
2020-04-17,Nassau,641,1973,Long Island
2020-04-16,Nassau,767,2386,Long Island
2020-04-15,Nassau,1057,2814,Long Island
2020-04-14,Nassau,1465,3155,Long Island
2020-04-13,Nassau,892,2283,Long Island
2020-04-12,Nassau,805,2072,Long Island
2020-04-11,Nassau,969,2307,Long Island
2020-04-10,Nassau,1072,2527,Long Island
2020-04-09,Nassau,1372,3021,Long Island
2020-04-08,Nassau,1592,3598,Long Island
2020-04-07,Nassau,1938,4179,Long Island
2020-04-06,Nassau,994,2097,Long Island
2020-04-05,Nassau,1218,2363,Long Island
2020-04-04,Nassau,1052,2195,Long Island
2020-04-03,Nassau,1322,2694,Long Island
2020-04-02,Nassau,1437,2663,Long Island
2020-04-01,Nassau,1033,1908,Long Island
2020-03-31,Nassau,1010,1845,Long Island
2020-03-30,Nassau,1200,2261,Long Island
2020-03-29,Nassau,899,1830,Long Island
2020-03-28,Nassau,908,2107,Long Island
2020-03-27,Nassau,880,1827,Long Island
2020-03-26,Nassau,743,1412,Long Island
2020-03-25,Nassau,629,1735,Long Island
2020-03-24,Nassau,416,896,Long Island
2020-03-23,Nassau,427,993,Long Island
2020-03-22,Nassau,542,1323,Long Island
2020-03-21,Nassau,667,1968,Long Island
2020-03-20,Nassau,479,1706,Long Island
2020-03-19,Nassau,385,1036,Long Island
2020-03-18,Nassau,186,632,Long Island
2020-03-17,Nassau,52,218,Long Island
2020-03-16,Nassau,24,112,Long Island
2020-03-15,Nassau,23,109,Long Island
2020-03-14,Nassau,20,82,Long Island
2020-03-13,Nassau,19,100,Long Island
2020-03-12,Nassau,14,86,Long Island
2020-03-11,Nassau,11,58,Long Island
2020-03-10,Nassau,6,22,Long Island
2020-03-09,Nassau,4,15,Long Island
2020-03-08,Nassau,4,11,Long Island
2020-03-07,Nassau,2,5,Long Island
2020-03-06,Nassau,3,10,Long Island
2020-03-05,Nassau,1,1,Long Island
2020-03-04,Nassau,0,0,Long Island
2020-03-03,Nassau,0,0,Long Island
2020-03-02,Nassau,0,0,Long Island
2020-03-01,Nassau,0,0,Long Island
2022-10-12,New York,505,8652,New York City
2022-10-11,New York,341,6338,New York City
2022-10-10,New York,274,3889,New York City
2022-10-09,New York,217,4254,New York City
2022-10-08,New York,330,7002,New York City
2022-10-07,New York,399,7253,New York City
2022-10-06,New York,289,7028,New York City
2022-10-05,New York,323,7212,New York City
2022-10-04,New York,356,6221,New York City
2022-10-03,New York,253,3807,New York City
2022-10-02,New York,218,3888,New York City
2022-10-01,New York,354,6938,New York City
2022-09-30,New York,403,8204,New York City
2022-09-29,New York,485,8289,New York City
2022-09-28,New York,483,8352,New York City
2022-09-27,New York,412,6923,New York City
2022-09-26,New York,297,4608,New York City
2022-09-25,New York,262,4216,New York City
2022-09-24,New York,366,7315,New York City
2022-09-23,New York,372,8649,New York City
2022-09-22,New York,479,8648,New York City
2022-09-21,New York,443,8410,New York City
2022-09-20,New York,502,7868,New York City
2022-09-19,New York,260,4373,New York City
2022-09-18,New York,260,5293,New York City
2022-09-17,New York,311,7298,New York City
2022-09-16,New York,536,9848,New York City
2022-09-15,New York,394,7347,New York City
2022-09-14,New York,378,8271,New York City
2022-09-13,New York,474,7676,New York City
2022-09-12,New York,260,4849,New York City
2022-09-11,New York,201,4130,New York City
2022-09-10,New York,416,8573,New York City
2022-09-09,New York,414,8208,New York City
2022-09-08,New York,372,7647,New York City
2022-09-07,New York,407,7354,New York City
2022-09-06,New York,316,4919,New York City
2022-09-05,New York,193,2902,New York City
2022-09-04,New York,225,4270,New York City
2022-09-03,New York,326,6653,New York City
2022-09-02,New York,383,8083,New York City
2022-09-01,New York,313,8074,New York City
2022-08-31,New York,427,9175,New York City
2022-08-30,New York,385,7234,New York City
2022-08-29,New York,326,5651,New York City
2022-08-28,New York,274,5191,New York City
2022-08-27,New York,374,8144,New York City
2022-08-26,New York,369,9005,New York City
2022-08-25,New York,453,8472,New York City
2022-08-24,New York,457,9407,New York City
2022-08-23,New York,471,7036,New York City
2022-08-22,New York,293,4586,New York City
2022-08-21,New York,295,4967,New York City
2022-08-20,New York,469,7839,New York City
2022-08-19,New York,492,9189,New York City
2022-08-18,New York,459,8728,New York City
2022-08-17,New York,550,9424,New York City
2022-08-16,New York,474,7363,New York City
2022-08-15,New York,343,4681,New York City
2022-08-14,New York,324,4877,New York City
2022-08-13,New York,440,8328,New York City
2022-08-12,New York,445,8255,New York City
2022-08-11,New York,592,10084,New York City
2022-08-10,New York,666,11207,New York City
2022-08-09,New York,641,8856,New York City
2022-08-08,New York,473,5646,New York City
2022-08-07,New York,348,4476,New York City
2022-08-06,New York,544,8434,New York City
2022-08-05,New York,725,11230,New York City
2022-08-04,New York,712,10211,New York City
2022-08-03,New York,755,11735,New York City
2022-08-02,New York,828,11183,New York City
2022-08-01,New York,401,4982,New York City
2022-07-31,New York,405,4751,New York City
2022-07-30,New York,625,9578,New York City
2022-07-29,New York,671,10443,New York City
2022-07-28,New York,860,11549,New York City
2022-07-27,New York,824,11646,New York City
2022-07-26,New York,850,10486,New York City
2022-07-25,New York,538,6267,New York City
2022-07-24,New York,499,5948,New York City
2022-07-23,New York,733,10576,New York City
2022-07-22,New York,802,11037,New York City
2022-07-21,New York,856,11868,New York City
2022-07-20,New York,898,12350,New York City
2022-07-19,New York,1010,11131,New York City
2022-07-18,New York,620,6358,New York City
2022-07-17,New York,621,6732,New York City
2022-07-16,New York,906,11678,New York City
2022-07-15,New York,991,13317,New York City
2022-07-14,New York,884,12227,New York City
2022-07-13,New York,1082,14875,New York City
2022-07-12,New York,829,9457,New York City
2022-07-11,New York,1112,9858,New York City
2022-07-10,New York,561,6343,New York City
2022-07-09,New York,864,10127,New York City
2022-07-08,New York,1022,12082,New York City
2022-07-07,New York,926,11545,New York City
2022-07-06,New York,1066,10957,New York City
2022-07-05,New York,535,5163,New York City
2022-07-04,New York,573,5130,New York City
2022-07-03,New York,580,5826,New York City
2022-07-02,New York,683,8461,New York City
2022-07-01,New York,1056,10987,New York City
2022-06-30,New York,874,12824,New York City
2022-06-29,New York,817,9245,New York City
2022-06-28,New York,788,8911,New York City
2022-06-27,New York,472,5633,New York City
2022-06-26,New York,514,5661,New York City
2022-06-25,New York,806,11875,New York City
2022-06-24,New York,772,12515,New York City
2022-06-23,New York,798,14578,New York City
2022-06-22,New York,768,10823,New York City
2022-06-21,New York,556,6719,New York City
2022-06-20,New York,557,6698,New York City
2022-06-19,New York,487,7438,New York City
2022-06-18,New York,711,11864,New York City
2022-06-17,New York,678,11728,New York City
2022-06-16,New York,627,11881,New York City
2022-06-15,New York,711,14258,New York City
2022-06-14,New York,696,11479,New York City
2022-06-13,New York,666,9966,New York City
2022-06-12,New York,482,8940,New York City
2022-06-11,New York,478,9685,New York City
2022-06-10,New York,865,14860,New York City
2022-06-09,New York,649,13232,New York City
2022-06-08,New York,779,15254,New York City
2022-06-07,New York,1812,26720,New York City
2022-06-06,New York,570,7838,New York City
2022-06-05,New York,480,9260,New York City
2022-06-04,New York,859,16910,New York City
2022-06-03,New York,721,12859,New York City
2022-06-02,New York,897,14696,New York City
2022-06-01,New York,565,10265,New York City
2022-05-31,New York,751,7857,New York City
2022-05-30,New York,385,5334,New York City
2022-05-29,New York,486,8676,New York City
2022-05-28,New York,704,11763,New York City
2022-05-27,New York,878,13889,New York City
2022-05-26,New York,1001,15553,New York City
2022-05-25,New York,972,15712,New York City
2022-05-24,New York,1086,13571,New York City
2022-05-23,New York,615,7206,New York City
2022-05-22,New York,734,9014,New York City
2022-05-21,New York,946,14169,New York City
2022-05-20,New York,913,15353,New York City
2022-05-19,New York,1046,14778,New York City
2022-05-18,New York,1183,17459,New York City
2022-05-17,New York,1082,13275,New York City
2022-05-16,New York,1047,11323,New York City
2022-05-15,New York,589,7986,New York City
2022-05-14,New York,650,10430,New York City
2022-05-13,New York,807,14559,New York City
2022-05-12,New York,1097,24013,New York City
2022-05-11,New York,1485,24434,New York City
2022-05-10,New York,1011,13282,New York City
2022-05-09,New York,554,7468,New York City
2022-05-08,New York,434,7622,New York City
2022-05-07,New York,970,13910,New York City
2022-05-06,New York,874,14008,New York City
2022-05-05,New York,1990,29159,New York City
2022-05-04,New York,1008,15096,New York City
2022-05-03,New York,953,11737,New York City
2022-05-02,New York,769,9518,New York City
2022-05-01,New York,468,9086,New York City
2022-04-30,New York,729,14277,New York City
2022-04-29,New York,674,13623,New York City
2022-04-28,New York,813,16771,New York City
2022-04-27,New York,856,18690,New York City
2022-04-26,New York,541,12201,New York City
2022-04-25,New York,366,7479,New York City
2022-04-24,New York,373,7424,New York City
2022-04-23,New York,425,10559,New York City
2022-04-22,New York,595,12890,New York City
2022-04-21,New York,1026,17839,New York City
2022-04-20,New York,737,13681,New York City
2022-04-19,New York,1045,15528,New York City
2022-04-18,New York,602,10542,New York City
2022-04-17,New York,456,7056,New York City
2022-04-16,New York,732,16236,New York City
2022-04-15,New York,1001,23334,New York City
2022-04-14,New York,877,19253,New York City
2022-04-13,New York,1022,22978,New York City
2022-04-12,New York,973,18300,New York City
2022-04-11,New York,471,9440,New York City
2022-04-10,New York,502,11036,New York City
2022-04-09,New York,862,18567,New York City
2022-04-08,New York,949,20169,New York City
2022-04-07,New York,960,23369,New York City
2022-04-06,New York,860,23491,New York City
2022-04-05,New York,593,14986,New York City
2022-04-04,New York,338,7680,New York City
2022-04-03,New York,363,10136,New York City
2022-04-02,New York,710,21225,New York City
2022-04-01,New York,628,18717,New York City
2022-03-31,New York,519,16496,New York City
2022-03-30,New York,726,24944,New York City
2022-03-29,New York,473,16698,New York City
2022-03-28,New York,334,10246,New York City
2022-03-27,New York,257,9763,New York City
2022-03-26,New York,444,17940,New York City
2022-03-25,New York,529,20757,New York City
2022-03-24,New York,551,20602,New York City
2022-03-23,New York,667,33160,New York City
2022-03-22,New York,516,19132,New York City
2022-03-21,New York,250,9439,New York City
2022-03-20,New York,185,8740,New York City
2022-03-19,New York,362,19058,New York City
2022-03-18,New York,432,20479,New York City
2022-03-17,New York,284,17220,New York City
2022-03-16,New York,279,19036,New York City
2022-03-15,New York,301,18244,New York City
2022-03-14,New York,591,12467,New York City
2022-03-13,New York,111,9594,New York City
2022-03-12,New York,255,18559,New York City
2022-03-11,New York,280,21236,New York City
2022-03-10,New York,250,20798,New York City
2022-03-09,New York,329,21509,New York City
2022-03-08,New York,243,19138,New York City
2022-03-07,New York,139,9832,New York City
2022-03-06,New York,127,9247,New York City
2022-03-05,New York,179,16305,New York City
2022-03-04,New York,339,21873,New York City
2022-03-03,New York,241,18317,New York City
2022-03-02,New York,350,29005,New York City
2022-03-01,New York,269,19332,New York City
2022-02-28,New York,132,10111,New York City
2022-02-27,New York,98,9562,New York City
2022-02-26,New York,222,15771,New York City
2022-02-25,New York,239,18842,New York City
2022-02-24,New York,248,17427,New York City
2022-02-23,New York,254,20970,New York City
2022-02-22,New York,229,16523,New York City
2022-02-21,New York,176,9454,New York City
2022-02-20,New York,118,9742,New York City
2022-02-19,New York,270,23525,New York City
2022-02-18,New York,234,26599,New York City
2022-02-17,New York,841,28084,New York City
2022-02-16,New York,356,25582,New York City
2022-02-15,New York,251,18964,New York City
2022-02-14,New York,165,10121,New York City
2022-02-13,New York,146,9652,New York City
2022-02-12,New York,290,22800,New York City
2022-02-11,New York,364,25124,New York City
