as_of_date,region,covid_hosp,covid_icu,covid_intube,yearid,covid_hosp_pop,date_num,Date
2020-10-10T04:00:00Z,Long Island,90,21,12,2020,3.08,284,10/10/20<br>Daily count: 90
2020-10-10T04:00:00Z,Lower Hudson Valley,99,13,7,2020,4.631,284,10/10/20<br>Daily count: 99
2020-10-11T04:00:00Z,New York City,442,94,50,2020,5.02,285,10/11/20<br>Daily count: 442
2020-10-11T04:00:00Z,Long Island,94,21,12,2020,3.217,285,10/11/20<br>Daily count: 94
2020-10-11T04:00:00Z,Lower Hudson Valley,101,13,7,2020,4.725,285,10/11/20<br>Daily count: 101
2020-10-12T04:00:00Z,New York City,450,86,51,2020,5.111,286,10/12/20<br>Daily count: 450
2020-10-12T04:00:00Z,Long Island,101,22,12,2020,3.457,286,10/12/20<br>Daily count: 101
2020-10-12T04:00:00Z,Lower Hudson Valley,108,13,7,2020,5.052,286,10/12/20<br>Daily count: 108
2020-10-13T04:00:00Z,New York City,451,93,55,2020,5.123,287,10/13/20<br>Daily count: 451
2020-10-13T04:00:00Z,Long Island,101,26,12,2020,3.457,287,10/13/20<br>Daily count: 101
2020-10-13T04:00:00Z,Lower Hudson Valley,121,16,9,2020,5.66,287,10/13/20<br>Daily count: 121
2020-10-14T04:00:00Z,New York City,433,89,51,2020,4.918,288,10/14/20<br>Daily count: 433
2020-10-14T04:00:00Z,Long Island,105,27,13,2020,3.594,288,10/14/20<br>Daily count: 105
2020-10-14T04:00:00Z,Lower Hudson Valley,111,20,9,2020,5.193,288,10/14/20<br>Daily count: 111
2020-10-15T04:00:00Z,New York City,442,96,57,2020,5.02,289,10/15/20<br>Daily count: 442
2020-10-15T04:00:00Z,Long Island,100,23,10,2020,3.423,289,10/15/20<br>Daily count: 100
2020-10-15T04:00:00Z,Lower Hudson Valley,109,17,8,2020,5.099,289,10/15/20<br>Daily count: 109
2020-10-16T04:00:00Z,New York City,442,94,62,2020,5.02,290,10/16/20<br>Daily count: 442
2020-10-16T04:00:00Z,Long Island,103,22,12,2020,3.525,290,10/16/20<br>Daily count: 103
2020-10-16T04:00:00Z,Lower Hudson Valley,112,16,7,2020,5.239,290,10/16/20<br>Daily count: 112
2020-10-17T04:00:00Z,New York City,438,97,56,2020,4.975,291,10/17/20<br>Daily count: 438
2020-10-17T04:00:00Z,Long Island,97,21,12,2020,3.32,291,10/17/20<br>Daily count: 97
2020-10-17T04:00:00Z,Lower Hudson Valley,100,16,8,2020,4.678,291,10/17/20<br>Daily count: 100
2020-10-18T04:00:00Z,New York City,452,95,57,2020,5.134,292,10/18/20<br>Daily count: 452
2020-10-18T04:00:00Z,Long Island,94,21,13,2020,3.217,292,10/18/20<br>Daily count: 94
2020-10-18T04:00:00Z,Lower Hudson Valley,100,17,9,2020,4.678,292,10/18/20<br>Daily count: 100
2020-10-19T04:00:00Z,New York City,457,95,57,2020,5.191,293,10/19/20<br>Daily count: 457
2020-10-19T04:00:00Z,Long Island,95,21,11,2020,3.252,293,10/19/20<br>Daily count: 95
2020-10-19T04:00:00Z,Lower Hudson Valley,96,13,9,2020,4.491,293,10/19/20<br>Daily count: 96
2020-10-20T04:00:00Z,New York City,445,90,54,2020,5.054,294,10/20/20<br>Daily count: 445
2020-10-20T04:00:00Z,Long Island,90,21,14,2020,3.08,294,10/20/20<br>Daily count: 90
2020-10-20T04:00:00Z,Lower Hudson Valley,95,16,10,2020,4.444,294,10/20/20<br>Daily count: 95
2020-10-21T04:00:00Z,New York City,445,83,52,2020,5.054,295,10/21/20<br>Daily count: 445
2020-10-21T04:00:00Z,Long Island,102,27,16,2020,3.491,295,10/21/20<br>Daily count: 102
2020-10-21T04:00:00Z,Lower Hudson Valley,107,22,14,2020,5.005,295,10/21/20<br>Daily count: 107
2020-10-22T04:00:00Z,New York City,454,90,52,2020,5.157,296,10/22/20<br>Daily count: 454
2020-10-22T04:00:00Z,Long Island,104,28,15,2020,3.56,296,10/22/20<br>Daily count: 104
2020-10-22T04:00:00Z,Lower Hudson Valley,115,19,12,2020,5.38,296,10/22/20<br>Daily count: 115
2020-10-23T04:00:00Z,New York City,459,100,55,2020,5.213,297,10/23/20<br>Daily count: 459
2020-10-23T04:00:00Z,Long Island,108,24,13,2020,3.696,297,10/23/20<br>Daily count: 108
2020-10-23T04:00:00Z,Lower Hudson Valley,115,21,13,2020,5.38,297,10/23/20<br>Daily count: 115
2020-10-24T04:00:00Z,New York City,444,97,56,2020,5.043,298,10/24/20<br>Daily count: 444
2020-10-24T04:00:00Z,Long Island,99,23,13,2020,3.388,298,10/24/20<br>Daily count: 99
2020-10-24T04:00:00Z,Lower Hudson Valley,115,21,13,2020,5.38,298,10/24/20<br>Daily count: 115
2020-10-25T04:00:00Z,New York City,465,110,61,2020,5.282,299,10/25/20<br>Daily count: 465
2020-10-25T04:00:00Z,Long Island,101,25,15,2020,3.457,299,10/25/20<br>Daily count: 101
2020-10-25T04:00:00Z,Lower Hudson Valley,114,21,11,2020,5.333,299,10/25/20<br>Daily count: 114
2020-10-26T04:00:00Z,New York City,475,112,62,2020,5.395,300,10/26/20<br>Daily count: 475
2020-10-26T04:00:00Z,Long Island,93,23,15,2020,3.183,300,10/26/20<br>Daily count: 93
2020-10-26T04:00:00Z,Lower Hudson Valley,121,19,11,2020,5.66,300,10/26/20<br>Daily count: 121
2020-10-27T04:00:00Z,New York City,470,117,63,2020,5.338,301,10/27/20<br>Daily count: 470
2020-10-27T04:00:00Z,Long Island,90,21,15,2020,3.08,301,10/27/20<br>Daily count: 90
2020-10-27T04:00:00Z,Lower Hudson Valley,118,19,12,2020,5.52,301,10/27/20<br>Daily count: 118
2020-10-28T04:00:00Z,New York City,461,122,60,2020,5.236,302,10/28/20<br>Daily count: 461
2020-10-28T04:00:00Z,Long Island,90,20,13,2020,3.08,302,10/28/20<br>Daily count: 90
2020-10-28T04:00:00Z,Lower Hudson Valley,119,18,13,2020,5.567,302,10/28/20<br>Daily count: 119
2020-10-29T04:00:00Z,New York City,463,119,61,2020,5.259,303,10/29/20<br>Daily count: 463
2020-10-29T04:00:00Z,Long Island,89,21,11,2020,3.046,303,10/29/20<br>Daily count: 89
2020-10-29T04:00:00Z,Lower Hudson Valley,112,18,13,2020,5.239,303,10/29/20<br>Daily count: 112
2020-10-30T04:00:00Z,New York City,458,118,70,2020,5.202,304,10/30/20<br>Daily count: 458
2020-10-30T04:00:00Z,Long Island,109,26,11,2020,3.731,304,10/30/20<br>Daily count: 109
2020-10-30T04:00:00Z,Lower Hudson Valley,113,19,12,2020,5.286,304,10/30/20<br>Daily count: 113
2020-10-31T04:00:00Z,New York City,447,119,59,2020,5.077,305,10/31/20<br>Daily count: 447
2020-10-31T04:00:00Z,Long Island,102,26,13,2020,3.491,305,10/31/20<br>Daily count: 102
2020-10-31T04:00:00Z,Lower Hudson Valley,117,21,12,2020,5.473,305,10/31/20<br>Daily count: 117
2020-11-01T04:00:00Z,New York City,458,120,56,2020,5.202,306,11/1/20<br>Daily count: 458
2020-11-01T04:00:00Z,Long Island,107,27,12,2020,3.662,306,11/1/20<br>Daily count: 107
2020-11-01T04:00:00Z,Lower Hudson Valley,113,21,13,2020,5.286,306,11/1/20<br>Daily count: 113
2020-11-02T05:00:00Z,New York City,488,112,55,2020,5.543,307,11/2/20<br>Daily count: 488
2020-11-02T05:00:00Z,Long Island,117,24,10,2020,4.005,307,11/2/20<br>Daily count: 117
2020-11-02T05:00:00Z,Lower Hudson Valley,118,22,14,2020,5.52,307,11/2/20<br>Daily count: 118
2020-11-03T05:00:00Z,New York City,484,114,60,2020,5.497,308,11/3/20<br>Daily count: 484
2020-11-03T05:00:00Z,Long Island,141,30,12,2020,4.826,308,11/3/20<br>Daily count: 141
2020-11-03T05:00:00Z,Lower Hudson Valley,124,23,14,2020,5.801,308,11/3/20<br>Daily count: 124
2020-11-04T05:00:00Z,New York City,478,103,57,2020,5.429,309,11/4/20<br>Daily count: 478
2020-11-04T05:00:00Z,Long Island,149,30,12,2020,5.1,309,11/4/20<br>Daily count: 149
2020-11-04T05:00:00Z,Lower Hudson Valley,133,25,17,2020,6.222,309,11/4/20<br>Daily count: 133
2020-11-05T05:00:00Z,New York City,483,109,55,2020,5.486,310,11/5/20<br>Daily count: 483
2020-11-05T05:00:00Z,Long Island,147,31,13,2020,5.031,310,11/5/20<br>Daily count: 147
2020-11-05T05:00:00Z,Lower Hudson Valley,146,26,18,2020,6.83,310,11/5/20<br>Daily count: 146
2020-11-06T05:00:00Z,New York City,510,118,61,2020,5.793,311,11/6/20<br>Daily count: 510
2020-11-06T05:00:00Z,Long Island,148,35,12,2020,5.066,311,11/6/20<br>Daily count: 148
2020-11-06T05:00:00Z,Lower Hudson Valley,155,31,20,2020,7.251,311,11/6/20<br>Daily count: 155
2020-11-07T05:00:00Z,New York City,502,120,56,2020,5.702,312,11/7/20<br>Daily count: 502
2020-11-07T05:00:00Z,Long Island,152,32,10,2020,5.202,312,11/7/20<br>Daily count: 152
2020-11-07T05:00:00Z,Lower Hudson Valley,153,31,20,2020,7.157,312,11/7/20<br>Daily count: 153
2020-11-08T05:00:00Z,New York City,509,113,52,2020,5.781,313,11/8/20<br>Daily count: 509
2020-11-08T05:00:00Z,Long Island,156,31,10,2020,5.339,313,11/8/20<br>Daily count: 156
2020-11-08T05:00:00Z,Lower Hudson Valley,169,28,20,2020,7.906,313,11/8/20<br>Daily count: 169
2020-11-09T05:00:00Z,New York City,545,114,57,2020,6.19,314,11/9/20<br>Daily count: 545
2020-11-09T05:00:00Z,Long Island,171,35,11,2020,5.853,314,11/9/20<br>Daily count: 171
2020-11-09T05:00:00Z,Lower Hudson Valley,192,27,19,2020,8.982,314,11/9/20<br>Daily count: 192
2020-11-10T05:00:00Z,New York City,540,115,60,2020,6.133,315,11/10/20<br>Daily count: 540
2020-11-10T05:00:00Z,Long Island,189,36,12,2020,6.469,315,11/10/20<br>Daily count: 189
2020-11-10T05:00:00Z,Lower Hudson Valley,212,31,20,2020,9.917,315,11/10/20<br>Daily count: 212
2020-11-11T05:00:00Z,New York City,559,110,55,2020,6.349,316,11/11/20<br>Daily count: 559
2020-11-11T05:00:00Z,Long Island,204,38,13,2020,6.982,316,11/11/20<br>Daily count: 204
2020-11-11T05:00:00Z,Lower Hudson Valley,222,31,21,2020,10.385,316,11/11/20<br>Daily count: 222
2020-11-12T05:00:00Z,New York City,581,115,53,2020,6.599,317,11/12/20<br>Daily count: 581
2020-11-12T05:00:00Z,Long Island,205,35,14,2020,7.016,317,11/12/20<br>Daily count: 205
2020-11-12T05:00:00Z,Lower Hudson Valley,236,38,20,2020,11.04,317,11/12/20<br>Daily count: 236
2020-11-13T05:00:00Z,New York City,579,125,52,2020,6.576,318,11/13/20<br>Daily count: 579
2020-11-13T05:00:00Z,Long Island,211,41,16,2020,7.222,318,11/13/20<br>Daily count: 211
2020-11-13T05:00:00Z,Lower Hudson Valley,251,39,21,2020,11.742,318,11/13/20<br>Daily count: 251
2020-11-14T05:00:00Z,New York City,602,132,59,2020,6.838,319,11/14/20<br>Daily count: 602
2020-11-14T05:00:00Z,Long Island,214,43,18,2020,7.325,319,11/14/20<br>Daily count: 214
2020-11-14T05:00:00Z,Lower Hudson Valley,265,45,23,2020,12.397,319,11/14/20<br>Daily count: 265
2020-11-15T05:00:00Z,New York City,656,143,58,2020,7.451,320,11/15/20<br>Daily count: 656
2020-11-15T05:00:00Z,Long Island,230,46,19,2020,7.872,320,11/15/20<br>Daily count: 230
2020-11-15T05:00:00Z,Lower Hudson Valley,286,46,24,2020,13.379,320,11/15/20<br>Daily count: 286
2020-11-16T05:00:00Z,New York City,712,139,65,2020,8.087,321,11/16/20<br>Daily count: 712
2020-11-16T05:00:00Z,Long Island,247,48,20,2020,8.454,321,11/16/20<br>Daily count: 247
2020-11-16T05:00:00Z,Lower Hudson Valley,295,49,27,2020,13.8,321,11/16/20<br>Daily count: 295
2020-11-17T05:00:00Z,New York City,732,138,70,2020,8.314,322,11/17/20<br>Daily count: 732
2020-11-17T05:00:00Z,Long Island,251,49,23,2020,8.591,322,11/17/20<br>Daily count: 251
2020-11-17T05:00:00Z,Lower Hudson Valley,303,48,27,2020,14.174,322,11/17/20<br>Daily count: 303
2020-11-18T05:00:00Z,New York City,746,141,73,2020,8.473,323,11/18/20<br>Daily count: 746
2020-11-18T05:00:00Z,Long Island,262,46,22,2020,8.967,323,11/18/20<br>Daily count: 262
2020-11-18T05:00:00Z,Lower Hudson Valley,329,49,26,2020,15.391,323,11/18/20<br>Daily count: 329
2020-11-19T05:00:00Z,New York City,770,153,81,2020,8.746,324,11/19/20<br>Daily count: 770
2020-11-19T05:00:00Z,Long Island,281,47,24,2020,9.618,324,11/19/20<br>Daily count: 281
2020-11-19T05:00:00Z,Lower Hudson Valley,345,49,24,2020,16.139,324,11/19/20<br>Daily count: 345
2020-11-20T05:00:00Z,New York City,790,170,82,2020,8.973,325,11/20/20<br>Daily count: 790
2020-11-20T05:00:00Z,Long Island,299,53,24,2020,10.234,325,11/20/20<br>Daily count: 299
2020-11-20T05:00:00Z,Lower Hudson Valley,346,49,24,2020,16.186,325,11/20/20<br>Daily count: 346
2020-11-21T05:00:00Z,New York City,825,184,91,2020,9.371,326,11/21/20<br>Daily count: 825
2020-11-21T05:00:00Z,Long Island,311,59,27,2020,10.645,326,11/21/20<br>Daily count: 311
2020-11-21T05:00:00Z,Lower Hudson Valley,356,47,24,2020,16.654,326,11/21/20<br>Daily count: 356
2020-11-22T05:00:00Z,New York City,869,191,95,2020,9.87,327,11/22/20<br>Daily count: 869
2020-11-22T05:00:00Z,Long Island,336,61,28,2020,11.5,327,11/22/20<br>Daily count: 336
2020-11-22T05:00:00Z,Lower Hudson Valley,386,58,26,2020,18.057,327,11/22/20<br>Daily count: 386
2020-11-23T05:00:00Z,New York City,931,196,99,2020,10.575,328,11/23/20<br>Daily count: 931
2020-11-23T05:00:00Z,Long Island,351,65,29,2020,12.014,328,11/23/20<br>Daily count: 351
2020-11-23T05:00:00Z,Lower Hudson Valley,399,61,29,2020,18.665,328,11/23/20<br>Daily count: 399
2020-11-24T05:00:00Z,New York City,961,200,103,2020,10.915,329,11/24/20<br>Daily count: 961
2020-11-24T05:00:00Z,Long Island,387,80,32,2020,13.246,329,11/24/20<br>Daily count: 387
2020-11-24T05:00:00Z,Lower Hudson Valley,412,65,34,2020,19.273,329,11/24/20<br>Daily count: 412
2020-11-25T05:00:00Z,New York City,967,219,103,2020,10.983,330,11/25/20<br>Daily count: 967
2020-11-25T05:00:00Z,Long Island,421,82,36,2020,14.409,330,11/25/20<br>Daily count: 421
2020-11-25T05:00:00Z,Lower Hudson Valley,418,63,37,2020,19.554,330,11/25/20<br>Daily count: 418
2020-11-26T05:00:00Z,New York City,1006,236,107,2020,11.426,331,"11/26/20<br>Daily count: 1,006"
2020-11-26T05:00:00Z,Long Island,417,82,40,2020,14.273,331,11/26/20<br>Daily count: 417
2020-11-26T05:00:00Z,Lower Hudson Valley,429,61,40,2020,20.069,331,11/26/20<br>Daily count: 429
2020-11-27T05:00:00Z,New York City,1072,236,120,2020,12.176,332,"11/27/20<br>Daily count: 1,072"
2020-11-27T05:00:00Z,Long Island,460,86,44,2020,15.744,332,11/27/20<br>Daily count: 460
2020-11-27T05:00:00Z,Lower Hudson Valley,441,65,46,2020,20.63,332,11/27/20<br>Daily count: 441
2020-11-28T05:00:00Z,New York City,1070,246,119,2020,12.153,333,"11/28/20<br>Daily count: 1,070"
2020-11-28T05:00:00Z,Long Island,470,83,41,2020,16.087,333,11/28/20<br>Daily count: 470
2020-11-28T05:00:00Z,Lower Hudson Valley,450,70,49,2020,21.051,333,11/28/20<br>Daily count: 450
2020-11-29T05:00:00Z,New York City,1113,243,122,2020,12.642,334,"11/29/20<br>Daily count: 1,113"
2020-11-29T05:00:00Z,Long Island,495,84,35,2020,16.942,334,11/29/20<br>Daily count: 495
2020-11-29T05:00:00Z,Lower Hudson Valley,461,75,46,2020,21.565,334,11/29/20<br>Daily count: 461
2020-11-30T05:00:00Z,New York City,1203,260,128,2020,13.664,335,"11/30/20<br>Daily count: 1,203"
2020-11-30T05:00:00Z,Long Island,541,99,39,2020,18.517,335,11/30/20<br>Daily count: 541
2020-11-30T05:00:00Z,Lower Hudson Valley,494,79,51,2020,23.109,335,11/30/20<br>Daily count: 494
2020-12-01T05:00:00Z,New York City,1204,266,137,2020,13.675,336,"12/1/20<br>Daily count: 1,204"
2020-12-01T05:00:00Z,Long Island,578,96,41,2020,19.783,336,12/1/20<br>Daily count: 578
2020-12-01T05:00:00Z,Lower Hudson Valley,529,79,51,2020,24.747,336,12/1/20<br>Daily count: 529
2020-12-02T05:00:00Z,New York City,1255,281,138,2020,14.255,337,"12/2/20<br>Daily count: 1,255"
2020-12-02T05:00:00Z,Long Island,605,99,43,2020,20.707,337,12/2/20<br>Daily count: 605
2020-12-02T05:00:00Z,Lower Hudson Valley,547,85,49,2020,25.589,337,12/2/20<br>Daily count: 547
2020-12-03T05:00:00Z,New York City,1306,288,142,2020,14.834,338,"12/3/20<br>Daily count: 1,306"
2020-12-03T05:00:00Z,Long Island,653,98,48,2020,22.35,338,12/3/20<br>Daily count: 653
2020-12-03T05:00:00Z,Lower Hudson Valley,549,85,50,2020,25.682,338,12/3/20<br>Daily count: 549
2020-12-04T05:00:00Z,New York City,1354,314,158,2020,15.379,339,"12/4/20<br>Daily count: 1,354"
2020-12-04T05:00:00Z,Long Island,680,97,57,2020,23.274,339,12/4/20<br>Daily count: 680
2020-12-04T05:00:00Z,Lower Hudson Valley,546,80,54,2020,25.542,339,12/4/20<br>Daily count: 546
2020-12-05T05:00:00Z,New York City,1375,313,161,2020,15.618,340,"12/5/20<br>Daily count: 1,375"
2020-12-05T05:00:00Z,Long Island,689,108,62,2020,23.582,340,12/5/20<br>Daily count: 689
2020-12-05T05:00:00Z,Lower Hudson Valley,579,80,57,2020,27.086,340,12/5/20<br>Daily count: 579
2020-12-06T05:00:00Z,New York City,1416,327,163,2020,16.083,341,"12/6/20<br>Daily count: 1,416"
2020-12-06T05:00:00Z,Long Island,702,107,63,2020,24.027,341,12/6/20<br>Daily count: 702
2020-12-06T05:00:00Z,Lower Hudson Valley,600,78,56,2020,28.068,341,12/6/20<br>Daily count: 600
2020-12-07T05:00:00Z,New York City,1476,333,176,2020,16.765,342,"12/7/20<br>Daily count: 1,476"
2020-12-07T05:00:00Z,Long Island,747,112,62,2020,25.567,342,12/7/20<br>Daily count: 747
2020-12-07T05:00:00Z,Lower Hudson Valley,627,86,59,2020,29.331,342,12/7/20<br>Daily count: 627
2020-12-08T05:00:00Z,New York City,1524,353,186,2020,17.31,343,"12/8/20<br>Daily count: 1,524"
2020-12-08T05:00:00Z,Long Island,769,115,62,2020,26.32,343,12/8/20<br>Daily count: 769
2020-12-08T05:00:00Z,Lower Hudson Valley,645,88,57,2020,30.173,343,12/8/20<br>Daily count: 645
2020-12-09T05:00:00Z,New York City,1578,353,192,2020,17.923,344,"12/9/20<br>Daily count: 1,578"
2020-12-09T05:00:00Z,Long Island,804,123,67,2020,27.518,344,12/9/20<br>Daily count: 804
2020-12-09T05:00:00Z,Lower Hudson Valley,669,102,62,2020,31.296,344,12/9/20<br>Daily count: 669
2020-12-10T05:00:00Z,New York City,1668,361,198,2020,18.946,345,"12/10/20<br>Daily count: 1,668"
2020-12-10T05:00:00Z,Long Island,846,132,71,2020,28.956,345,12/10/20<br>Daily count: 846
2020-12-10T05:00:00Z,Lower Hudson Valley,673,98,61,2020,31.483,345,12/10/20<br>Daily count: 673
2020-12-11T05:00:00Z,New York City,1701,371,205,2020,19.32,346,"12/11/20<br>Daily count: 1,701"
2020-12-11T05:00:00Z,Long Island,842,137,64,2020,28.819,346,12/11/20<br>Daily count: 842
2020-12-11T05:00:00Z,Lower Hudson Valley,653,103,66,2020,30.547,346,12/11/20<br>Daily count: 653
2020-12-12T05:00:00Z,New York City,1727,363,203,2020,19.616,347,"12/12/20<br>Daily count: 1,727"
2020-12-12T05:00:00Z,Long Island,871,130,66,2020,29.811,347,12/12/20<br>Daily count: 871
2020-12-12T05:00:00Z,Lower Hudson Valley,655,99,63,2020,30.641,347,12/12/20<br>Daily count: 655
2020-12-13T05:00:00Z,New York City,1857,371,209,2020,21.092,348,"12/13/20<br>Daily count: 1,857"
2020-12-13T05:00:00Z,Long Island,935,137,67,2020,32.002,348,12/13/20<br>Daily count: 935
2020-12-13T05:00:00Z,Lower Hudson Valley,677,90,63,2020,31.67,348,12/13/20<br>Daily count: 677
2020-12-14T05:00:00Z,New York City,1968,364,202,2020,22.353,349,"12/14/20<br>Daily count: 1,968"
2020-12-14T05:00:00Z,Long Island,972,143,69,2020,33.268,349,12/14/20<br>Daily count: 972
2020-12-14T05:00:00Z,Lower Hudson Valley,703,102,67,2020,32.886,349,12/14/20<br>Daily count: 703
2020-12-15T05:00:00Z,New York City,2000,383,214,2020,22.716,350,"12/15/20<br>Daily count: 2,000"
2020-12-15T05:00:00Z,Long Island,1013,146,78,2020,34.672,350,"12/15/20<br>Daily count: 1,013"
2020-12-15T05:00:00Z,Lower Hudson Valley,686,106,67,2020,32.091,350,12/15/20<br>Daily count: 686
2020-12-16T05:00:00Z,New York City,2005,386,217,2020,22.773,351,"12/16/20<br>Daily count: 2,005"
2020-12-16T05:00:00Z,Long Island,1025,147,79,2020,35.082,351,"12/16/20<br>Daily count: 1,025"
2020-12-16T05:00:00Z,Lower Hudson Valley,707,108,67,2020,33.073,351,12/16/20<br>Daily count: 707
2020-12-17T05:00:00Z,New York City,1984,384,218,2020,22.535,352,"12/17/20<br>Daily count: 1,984"
2020-12-17T05:00:00Z,Long Island,1007,140,80,2020,34.466,352,"12/17/20<br>Daily count: 1,007"
2020-12-17T05:00:00Z,Lower Hudson Valley,704,99,65,2020,32.933,352,12/17/20<br>Daily count: 704
2020-12-18T05:00:00Z,New York City,2038,386,226,2020,23.148,353,"12/18/20<br>Daily count: 2,038"
2020-12-18T05:00:00Z,Long Island,1012,142,82,2020,34.637,353,"12/18/20<br>Daily count: 1,012"
2020-12-18T05:00:00Z,Lower Hudson Valley,729,101,65,2020,34.102,353,12/18/20<br>Daily count: 729
2020-12-19T05:00:00Z,New York City,2036,345,217,2020,23.125,354,"12/19/20<br>Daily count: 2,036"
2020-12-19T05:00:00Z,Long Island,1030,144,85,2020,35.254,354,"12/19/20<br>Daily count: 1,030"
2020-12-19T05:00:00Z,Lower Hudson Valley,707,95,59,2020,33.073,354,12/19/20<br>Daily count: 707
2020-12-20T05:00:00Z,New York City,2112,401,233,2020,23.989,355,"12/20/20<br>Daily count: 2,112"
2020-12-20T05:00:00Z,Long Island,1074,149,87,2020,36.759,355,"12/20/20<br>Daily count: 1,074"
2020-12-20T05:00:00Z,Lower Hudson Valley,704,99,59,2020,32.933,355,12/20/20<br>Daily count: 704
2020-12-21T05:00:00Z,New York City,2242,421,243,2020,25.465,356,"12/21/20<br>Daily count: 2,242"
2020-12-21T05:00:00Z,Long Island,1122,156,85,2020,38.402,356,"12/21/20<br>Daily count: 1,122"
2020-12-21T05:00:00Z,Lower Hudson Valley,731,98,57,2020,34.196,356,12/21/20<br>Daily count: 731
2020-12-22T05:00:00Z,New York City,2337,439,251,2020,26.544,357,"12/22/20<br>Daily count: 2,337"
2020-12-22T05:00:00Z,Long Island,1167,163,93,2020,39.943,357,"12/22/20<br>Daily count: 1,167"
2020-12-22T05:00:00Z,Lower Hudson Valley,753,103,55,2020,35.225,357,12/22/20<br>Daily count: 753
2020-12-23T05:00:00Z,New York City,2387,435,239,2020,27.112,358,"12/23/20<br>Daily count: 2,387"
2020-12-23T05:00:00Z,Long Island,1150,159,82,2020,39.361,358,"12/23/20<br>Daily count: 1,150"
2020-12-23T05:00:00Z,Lower Hudson Valley,742,107,60,2020,34.711,358,12/23/20<br>Daily count: 742
2020-12-24T05:00:00Z,New York City,2391,435,242,2020,27.158,359,"12/24/20<br>Daily count: 2,391"
2020-12-24T05:00:00Z,Long Island,1169,163,78,2020,40.011,359,"12/24/20<br>Daily count: 1,169"
2020-12-24T05:00:00Z,Lower Hudson Valley,745,110,62,2020,34.851,359,12/24/20<br>Daily count: 745
2020-12-25T05:00:00Z,New York City,2384,435,246,2020,27.078,360,"12/25/20<br>Daily count: 2,384"
2020-12-25T05:00:00Z,Long Island,1189,158,88,2020,40.696,360,"12/25/20<br>Daily count: 1,189"
2020-12-25T05:00:00Z,Lower Hudson Valley,752,104,67,2020,35.178,360,12/25/20<br>Daily count: 752
2020-12-26T05:00:00Z,New York City,2478,457,269,2020,28.146,361,"12/26/20<br>Daily count: 2,478"
2020-12-26T05:00:00Z,Long Island,1245,172,98,2020,42.612,361,"12/26/20<br>Daily count: 1,245"
2020-12-26T05:00:00Z,Lower Hudson Valley,768,107,67,2020,35.927,361,12/26/20<br>Daily count: 768
2020-12-27T05:00:00Z,New York City,2631,456,275,2020,29.883,362,"12/27/20<br>Daily count: 2,631"
2020-12-27T05:00:00Z,Long Island,1334,178,107,2020,45.658,362,"12/27/20<br>Daily count: 1,334"
2020-12-27T05:00:00Z,Lower Hudson Valley,815,112,72,2020,38.126,362,12/27/20<br>Daily count: 815
2020-12-28T05:00:00Z,New York City,2717,477,291,2020,30.86,363,"12/28/20<br>Daily count: 2,717"
2020-12-28T05:00:00Z,Long Island,1358,167,95,2020,46.48,363,"12/28/20<br>Daily count: 1,358"
2020-12-28T05:00:00Z,Lower Hudson Valley,857,110,75,2020,40.09,363,12/28/20<br>Daily count: 857
2020-12-29T05:00:00Z,New York City,2772,486,288,2020,31.485,364,"12/29/20<br>Daily count: 2,772"
2020-12-29T05:00:00Z,Long Island,1384,175,93,2020,47.37,364,"12/29/20<br>Daily count: 1,384"
2020-12-29T05:00:00Z,Lower Hudson Valley,862,112,81,2020,40.324,364,12/29/20<br>Daily count: 862
2020-12-30T05:00:00Z,New York City,2758,473,286,2020,31.326,365,"12/30/20<br>Daily count: 2,758"
2020-12-30T05:00:00Z,Long Island,1420,188,98,2020,48.602,365,"12/30/20<br>Daily count: 1,420"
2020-12-30T05:00:00Z,Lower Hudson Valley,866,120,81,2020,40.511,365,12/30/20<br>Daily count: 866
2020-12-31T05:00:00Z,New York City,2709,485,304,2020,30.769,366,"12/31/20<br>Daily count: 2,709"
2020-12-31T05:00:00Z,Long Island,1443,189,104,2020,49.389,366,"12/31/20<br>Daily count: 1,443"
2020-12-31T05:00:00Z,Lower Hudson Valley,862,126,89,2020,40.324,366,12/31/20<br>Daily count: 862
2021-01-01T05:00:00Z,New York City,2682,509,324,2021,30.463,1,"1/1/21<br>Daily count: 2,682"
2021-01-01T05:00:00Z,Long Island,1415,196,110,2021,48.431,1,"1/1/21<br>Daily count: 1,415"
2021-01-01T05:00:00Z,Lower Hudson Valley,854,133,88,2021,39.95,1,1/1/21<br>Daily count: 854
2021-01-02T05:00:00Z,New York City,2783,528,337,2021,31.61,2,"1/2/21<br>Daily count: 2,783"
2021-01-02T05:00:00Z,Long Island,1424,206,119,2021,48.739,2,"1/2/21<br>Daily count: 1,424"
2021-01-02T05:00:00Z,Lower Hudson Valley,877,136,93,2021,41.026,2,1/2/21<br>Daily count: 877
2021-01-03T05:00:00Z,New York City,2884,538,352,2021,32.757,3,"1/3/21<br>Daily count: 2,884"
2021-01-03T05:00:00Z,Long Island,1506,203,122,2021,51.545,3,"1/3/21<br>Daily count: 1,506"
2021-01-03T05:00:00Z,Lower Hudson Valley,892,133,85,2021,41.728,3,1/3/21<br>Daily count: 892
2021-01-04T05:00:00Z,New York City,3055,549,365,2021,34.699,4,"1/4/21<br>Daily count: 3,055"
2021-01-04T05:00:00Z,Long Island,1577,217,124,2021,53.976,4,"1/4/21<br>Daily count: 1,577"
