as_of_date,region_orig,covid_hosp,yearid,covid_hosp_pop,date_num,Date
2020-11-03,New York City,484,2020,5.497,308,11/3/20<br>Daily count: 484
2020-11-04,Long Island,149,2020,5.1,309,11/4/20<br>Daily count: 149
2020-11-04,Lower Hudson Valley,133,2020,6.222,309,11/4/20<br>Daily count: 133
2020-11-04,New York City,478,2020,5.429,309,11/4/20<br>Daily count: 478
2020-11-05,Long Island,147,2020,5.031,310,11/5/20<br>Daily count: 147
2020-11-05,Lower Hudson Valley,146,2020,6.83,310,11/5/20<br>Daily count: 146
2020-11-05,New York City,483,2020,5.486,310,11/5/20<br>Daily count: 483
2020-11-06,Long Island,148,2020,5.066,311,11/6/20<br>Daily count: 148
2020-11-06,Lower Hudson Valley,155,2020,7.251,311,11/6/20<br>Daily count: 155
2020-11-06,New York City,510,2020,5.793,311,11/6/20<br>Daily count: 510
2020-11-07,Long Island,152,2020,5.202,312,11/7/20<br>Daily count: 152
2020-11-07,Lower Hudson Valley,153,2020,7.157,312,11/7/20<br>Daily count: 153
2020-11-07,New York City,502,2020,5.702,312,11/7/20<br>Daily count: 502
2020-11-08,Long Island,156,2020,5.339,313,11/8/20<br>Daily count: 156
2020-11-08,Lower Hudson Valley,169,2020,7.906,313,11/8/20<br>Daily count: 169
2020-11-08,New York City,509,2020,5.781,313,11/8/20<br>Daily count: 509
2020-11-09,Long Island,171,2020,5.853,314,11/9/20<br>Daily count: 171
2020-11-09,Lower Hudson Valley,192,2020,8.982,314,11/9/20<br>Daily count: 192
2020-11-09,New York City,545,2020,6.19,314,11/9/20<br>Daily count: 545
2020-11-10,Long Island,189,2020,6.469,315,11/10/20<br>Daily count: 189
2020-11-10,Lower Hudson Valley,212,2020,9.917,315,11/10/20<br>Daily count: 212
2020-11-10,New York City,540,2020,6.133,315,11/10/20<br>Daily count: 540
2020-11-11,Long Island,204,2020,6.982,316,11/11/20<br>Daily count: 204
2020-11-11,Lower Hudson Valley,222,2020,10.385,316,11/11/20<br>Daily count: 222
2020-11-11,New York City,559,2020,6.349,316,11/11/20<br>Daily count: 559
2020-11-12,Long Island,205,2020,7.016,317,11/12/20<br>Daily count: 205
2020-11-12,Lower Hudson Valley,236,2020,11.04,317,11/12/20<br>Daily count: 236
2020-11-12,New York City,581,2020,6.599,317,11/12/20<br>Daily count: 581
2020-11-13,Long Island,211,2020,7.222,318,11/13/20<br>Daily count: 211
2020-11-13,Lower Hudson Valley,251,2020,11.742,318,11/13/20<br>Daily count: 251
2020-11-13,New York City,579,2020,6.576,318,11/13/20<br>Daily count: 579
2020-11-14,Long Island,214,2020,7.325,319,11/14/20<br>Daily count: 214
2020-11-14,Lower Hudson Valley,265,2020,12.397,319,11/14/20<br>Daily count: 265
2020-11-14,New York City,602,2020,6.838,319,11/14/20<br>Daily count: 602
2020-11-15,Long Island,230,2020,7.872,320,11/15/20<br>Daily count: 230
2020-11-15,Lower Hudson Valley,286,2020,13.379,320,11/15/20<br>Daily count: 286
2020-11-15,New York City,656,2020,7.451,320,11/15/20<br>Daily count: 656
2020-11-16,Long Island,247,2020,8.454,321,11/16/20<br>Daily count: 247
2020-11-16,Lower Hudson Valley,295,2020,13.8,321,11/16/20<br>Daily count: 295
2020-11-16,New York City,712,2020,8.087,321,11/16/20<br>Daily count: 712
2020-11-17,Long Island,251,2020,8.591,322,11/17/20<br>Daily count: 251
2020-11-17,Lower Hudson Valley,303,2020,14.174,322,11/17/20<br>Daily count: 303
2020-11-17,New York City,732,2020,8.314,322,11/17/20<br>Daily count: 732
2020-11-18,Long Island,262,2020,8.967,323,11/18/20<br>Daily count: 262
2020-11-18,Lower Hudson Valley,329,2020,15.391,323,11/18/20<br>Daily count: 329
2020-11-18,New York City,746,2020,8.473,323,11/18/20<br>Daily count: 746
2020-11-19,Long Island,281,2020,9.618,324,11/19/20<br>Daily count: 281
2020-11-19,Lower Hudson Valley,345,2020,16.139,324,11/19/20<br>Daily count: 345
2020-11-19,New York City,770,2020,8.746,324,11/19/20<br>Daily count: 770
2020-11-20,Long Island,299,2020,10.234,325,11/20/20<br>Daily count: 299
2020-11-20,Lower Hudson Valley,346,2020,16.186,325,11/20/20<br>Daily count: 346
2020-11-20,New York City,790,2020,8.973,325,11/20/20<br>Daily count: 790
2020-11-21,Long Island,311,2020,10.645,326,11/21/20<br>Daily count: 311
2020-11-21,Lower Hudson Valley,356,2020,16.654,326,11/21/20<br>Daily count: 356
2020-11-21,New York City,825,2020,9.371,326,11/21/20<br>Daily count: 825
2020-11-22,Long Island,336,2020,11.5,327,11/22/20<br>Daily count: 336
2020-11-22,Lower Hudson Valley,386,2020,18.057,327,11/22/20<br>Daily count: 386
2020-11-22,New York City,869,2020,9.87,327,11/22/20<br>Daily count: 869
2020-11-23,Long Island,351,2020,12.014,328,11/23/20<br>Daily count: 351
2020-11-23,Lower Hudson Valley,399,2020,18.665,328,11/23/20<br>Daily count: 399
2020-11-23,New York City,931,2020,10.575,328,11/23/20<br>Daily count: 931
2020-11-24,Long Island,387,2020,13.246,329,11/24/20<br>Daily count: 387
2020-11-24,Lower Hudson Valley,412,2020,19.273,329,11/24/20<br>Daily count: 412
2020-11-24,New York City,961,2020,10.915,329,11/24/20<br>Daily count: 961
2020-11-25,Long Island,421,2020,14.409,330,11/25/20<br>Daily count: 421
2020-11-25,Lower Hudson Valley,418,2020,19.554,330,11/25/20<br>Daily count: 418
2020-11-25,New York City,967,2020,10.983,330,11/25/20<br>Daily count: 967
2020-11-26,Long Island,417,2020,14.273,331,11/26/20<br>Daily count: 417
2020-11-26,Lower Hudson Valley,429,2020,20.069,331,11/26/20<br>Daily count: 429
2020-11-26,New York City,1006,2020,11.426,331,"11/26/20<br>Daily count: 1,006"
2020-11-27,Long Island,460,2020,15.744,332,11/27/20<br>Daily count: 460
2020-11-27,Lower Hudson Valley,441,2020,20.63,332,11/27/20<br>Daily count: 441
2020-11-27,New York City,1072,2020,12.176,332,"11/27/20<br>Daily count: 1,072"
2020-11-28,Long Island,470,2020,16.087,333,11/28/20<br>Daily count: 470
2020-11-28,Lower Hudson Valley,450,2020,21.051,333,11/28/20<br>Daily count: 450
2020-11-28,New York City,1070,2020,12.153,333,"11/28/20<br>Daily count: 1,070"
2020-11-29,Long Island,495,2020,16.942,334,11/29/20<br>Daily count: 495
2020-11-29,Lower Hudson Valley,461,2020,21.565,334,11/29/20<br>Daily count: 461
2020-11-29,New York City,1113,2020,12.642,334,"11/29/20<br>Daily count: 1,113"
2020-11-30,Long Island,541,2020,18.517,335,11/30/20<br>Daily count: 541
2020-11-30,Lower Hudson Valley,494,2020,23.109,335,11/30/20<br>Daily count: 494
2020-11-30,New York City,1203,2020,13.664,335,"11/30/20<br>Daily count: 1,203"
2020-12-01,Long Island,578,2020,19.783,336,12/1/20<br>Daily count: 578
2020-12-01,Lower Hudson Valley,529,2020,24.747,336,12/1/20<br>Daily count: 529
2020-12-01,New York City,1204,2020,13.675,336,"12/1/20<br>Daily count: 1,204"
2020-12-02,Long Island,605,2020,20.707,337,12/2/20<br>Daily count: 605
2020-12-02,Lower Hudson Valley,547,2020,25.589,337,12/2/20<br>Daily count: 547
2020-12-02,New York City,1255,2020,14.255,337,"12/2/20<br>Daily count: 1,255"
2020-12-03,Long Island,653,2020,22.35,338,12/3/20<br>Daily count: 653
2020-12-03,Lower Hudson Valley,549,2020,25.682,338,12/3/20<br>Daily count: 549
2020-12-03,New York City,1306,2020,14.834,338,"12/3/20<br>Daily count: 1,306"
2020-12-04,Long Island,680,2020,23.274,339,12/4/20<br>Daily count: 680
2020-12-04,Lower Hudson Valley,546,2020,25.542,339,12/4/20<br>Daily count: 546
2020-12-04,New York City,1354,2020,15.379,339,"12/4/20<br>Daily count: 1,354"
2020-12-05,Long Island,689,2020,23.582,340,12/5/20<br>Daily count: 689
2020-12-05,Lower Hudson Valley,579,2020,27.086,340,12/5/20<br>Daily count: 579
2020-12-05,New York City,1375,2020,15.618,340,"12/5/20<br>Daily count: 1,375"
2020-12-06,Long Island,702,2020,24.027,341,12/6/20<br>Daily count: 702
2020-12-06,Lower Hudson Valley,600,2020,28.068,341,12/6/20<br>Daily count: 600
2020-12-06,New York City,1416,2020,16.083,341,"12/6/20<br>Daily count: 1,416"
2020-12-07,Long Island,747,2020,25.567,342,12/7/20<br>Daily count: 747
2020-12-07,Lower Hudson Valley,627,2020,29.331,342,12/7/20<br>Daily count: 627
2020-12-07,New York City,1476,2020,16.765,342,"12/7/20<br>Daily count: 1,476"
2020-12-08,Long Island,769,2020,26.32,343,12/8/20<br>Daily count: 769
2020-12-08,Lower Hudson Valley,645,2020,30.173,343,12/8/20<br>Daily count: 645
2020-12-08,New York City,1524,2020,17.31,343,"12/8/20<br>Daily count: 1,524"
2020-12-09,Long Island,804,2020,27.518,344,12/9/20<br>Daily count: 804
2020-12-09,Lower Hudson Valley,669,2020,31.296,344,12/9/20<br>Daily count: 669
2020-12-09,New York City,1578,2020,17.923,344,"12/9/20<br>Daily count: 1,578"
2020-12-10,Long Island,846,2020,28.956,345,12/10/20<br>Daily count: 846
2020-12-10,Lower Hudson Valley,673,2020,31.483,345,12/10/20<br>Daily count: 673
2020-12-10,New York City,1668,2020,18.946,345,"12/10/20<br>Daily count: 1,668"
2020-12-11,Long Island,842,2020,28.819,346,12/11/20<br>Daily count: 842
2020-12-11,Lower Hudson Valley,653,2020,30.547,346,12/11/20<br>Daily count: 653
2020-12-11,New York City,1701,2020,19.32,346,"12/11/20<br>Daily count: 1,701"
2020-12-12,Long Island,871,2020,29.811,347,12/12/20<br>Daily count: 871
2020-12-12,Lower Hudson Valley,655,2020,30.641,347,12/12/20<br>Daily count: 655
2020-12-12,New York City,1727,2020,19.616,347,"12/12/20<br>Daily count: 1,727"
2020-12-13,Long Island,935,2020,32.002,348,12/13/20<br>Daily count: 935
2020-12-13,Lower Hudson Valley,677,2020,31.67,348,12/13/20<br>Daily count: 677
2020-12-13,New York City,1857,2020,21.092,348,"12/13/20<br>Daily count: 1,857"
2020-12-14,Long Island,972,2020,33.268,349,12/14/20<br>Daily count: 972
2020-12-14,Lower Hudson Valley,703,2020,32.886,349,12/14/20<br>Daily count: 703
2020-12-14,New York City,1968,2020,22.353,349,"12/14/20<br>Daily count: 1,968"
2020-12-15,Long Island,1013,2020,34.672,350,"12/15/20<br>Daily count: 1,013"
2020-12-15,Lower Hudson Valley,686,2020,32.091,350,12/15/20<br>Daily count: 686
2020-12-15,New York City,2000,2020,22.716,350,"12/15/20<br>Daily count: 2,000"
2020-12-16,Long Island,1025,2020,35.082,351,"12/16/20<br>Daily count: 1,025"
2020-12-16,Lower Hudson Valley,707,2020,33.073,351,12/16/20<br>Daily count: 707
2020-12-16,New York City,2005,2020,22.773,351,"12/16/20<br>Daily count: 2,005"
2020-12-17,Long Island,1007,2020,34.466,352,"12/17/20<br>Daily count: 1,007"
2020-12-17,Lower Hudson Valley,704,2020,32.933,352,12/17/20<br>Daily count: 704
2020-12-17,New York City,1984,2020,22.535,352,"12/17/20<br>Daily count: 1,984"
2020-12-18,Long Island,1012,2020,34.637,353,"12/18/20<br>Daily count: 1,012"
2020-12-18,Lower Hudson Valley,729,2020,34.102,353,12/18/20<br>Daily count: 729
2020-12-18,New York City,2038,2020,23.148,353,"12/18/20<br>Daily count: 2,038"
2020-12-19,Long Island,1030,2020,35.254,354,"12/19/20<br>Daily count: 1,030"
2020-12-19,Lower Hudson Valley,707,2020,33.073,354,12/19/20<br>Daily count: 707
2020-12-19,New York City,2036,2020,23.125,354,"12/19/20<br>Daily count: 2,036"
2020-12-20,Long Island,1074,2020,36.759,355,"12/20/20<br>Daily count: 1,074"
2020-12-20,Lower Hudson Valley,704,2020,32.933,355,12/20/20<br>Daily count: 704
2020-12-20,New York City,2112,2020,23.989,355,"12/20/20<br>Daily count: 2,112"
2020-12-21,Long Island,1122,2020,38.402,356,"12/21/20<br>Daily count: 1,122"
2020-12-21,Lower Hudson Valley,731,2020,34.196,356,12/21/20<br>Daily count: 731
2020-12-21,New York City,2242,2020,25.465,356,"12/21/20<br>Daily count: 2,242"
2020-12-22,Long Island,1167,2020,39.943,357,"12/22/20<br>Daily count: 1,167"
2020-12-22,Lower Hudson Valley,753,2020,35.225,357,12/22/20<br>Daily count: 753
2020-12-22,New York City,2337,2020,26.544,357,"12/22/20<br>Daily count: 2,337"
2020-12-23,Long Island,1150,2020,39.361,358,"12/23/20<br>Daily count: 1,150"
2020-12-23,Lower Hudson Valley,742,2020,34.711,358,12/23/20<br>Daily count: 742
2020-12-23,New York City,2387,2020,27.112,358,"12/23/20<br>Daily count: 2,387"
2020-12-24,Long Island,1169,2020,40.011,359,"12/24/20<br>Daily count: 1,169"
2020-12-24,Lower Hudson Valley,745,2020,34.851,359,12/24/20<br>Daily count: 745
2020-12-24,New York City,2391,2020,27.158,359,"12/24/20<br>Daily count: 2,391"
2020-12-25,Long Island,1189,2020,40.696,360,"12/25/20<br>Daily count: 1,189"
2020-12-25,Lower Hudson Valley,752,2020,35.178,360,12/25/20<br>Daily count: 752
2020-12-25,New York City,2384,2020,27.078,360,"12/25/20<br>Daily count: 2,384"
2020-12-26,Long Island,1245,2020,42.612,361,"12/26/20<br>Daily count: 1,245"
2020-12-26,Lower Hudson Valley,768,2020,35.927,361,12/26/20<br>Daily count: 768
2020-12-26,New York City,2478,2020,28.146,361,"12/26/20<br>Daily count: 2,478"
2020-12-27,Long Island,1334,2020,45.658,362,"12/27/20<br>Daily count: 1,334"
2020-12-27,Lower Hudson Valley,815,2020,38.126,362,12/27/20<br>Daily count: 815
2020-12-27,New York City,2631,2020,29.883,362,"12/27/20<br>Daily count: 2,631"
2020-12-28,Long Island,1358,2020,46.48,363,"12/28/20<br>Daily count: 1,358"
2020-12-28,Lower Hudson Valley,857,2020,40.09,363,12/28/20<br>Daily count: 857
2020-12-28,New York City,2717,2020,30.86,363,"12/28/20<br>Daily count: 2,717"
2020-12-29,Long Island,1384,2020,47.37,364,"12/29/20<br>Daily count: 1,384"
2020-12-29,Lower Hudson Valley,862,2020,40.324,364,12/29/20<br>Daily count: 862
2020-12-29,New York City,2772,2020,31.485,364,"12/29/20<br>Daily count: 2,772"
2020-12-30,Long Island,1420,2020,48.602,365,"12/30/20<br>Daily count: 1,420"
2020-12-30,Lower Hudson Valley,866,2020,40.511,365,12/30/20<br>Daily count: 866
2020-12-30,New York City,2758,2020,31.326,365,"12/30/20<br>Daily count: 2,758"
2020-12-31,Long Island,1443,2020,49.389,366,"12/31/20<br>Daily count: 1,443"
2020-12-31,Lower Hudson Valley,862,2020,40.324,366,12/31/20<br>Daily count: 862
2020-12-31,New York City,2709,2020,30.769,366,"12/31/20<br>Daily count: 2,709"
2021-01-01,Long Island,1415,2021,48.431,1,"1/1/21<br>Daily count: 1,415"
2021-01-01,Lower Hudson Valley,854,2021,39.95,1,1/1/21<br>Daily count: 854
2021-01-01,New York City,2682,2021,30.463,1,"1/1/21<br>Daily count: 2,682"
2021-01-02,Long Island,1424,2021,48.739,2,"1/2/21<br>Daily count: 1,424"
2021-01-02,Lower Hudson Valley,877,2021,41.026,2,1/2/21<br>Daily count: 877
2021-01-02,New York City,2783,2021,31.61,2,"1/2/21<br>Daily count: 2,783"
2021-01-03,Long Island,1506,2021,51.545,3,"1/3/21<br>Daily count: 1,506"
2021-01-03,Lower Hudson Valley,892,2021,41.728,3,1/3/21<br>Daily count: 892
2021-01-03,New York City,2884,2021,32.757,3,"1/3/21<br>Daily count: 2,884"
2021-01-04,Long Island,1577,2021,53.976,4,"1/4/21<br>Daily count: 1,577"
2021-01-04,Lower Hudson Valley,937,2021,43.833,4,1/4/21<br>Daily count: 937
2021-01-04,New York City,3055,2021,34.699,4,"1/4/21<br>Daily count: 3,055"
2021-01-05,Long Island,1614,2021,55.242,5,"1/5/21<br>Daily count: 1,614"
2021-01-05,Lower Hudson Valley,941,2021,44.02,5,1/5/21<br>Daily count: 941
2021-01-05,New York City,3107,2021,35.29,5,"1/5/21<br>Daily count: 3,107"
2021-01-06,Long Island,1579,2021,54.044,6,"1/6/21<br>Daily count: 1,579"
2021-01-06,Lower Hudson Valley,906,2021,42.382,6,1/6/21<br>Daily count: 906
2021-01-06,New York City,3060,2021,34.756,6,"1/6/21<br>Daily count: 3,060"
2021-01-07,Long Island,1552,2021,53.12,7,"1/7/21<br>Daily count: 1,552"
2021-01-07,Lower Hudson Valley,938,2021,43.879,7,1/7/21<br>Daily count: 938
2021-01-07,New York City,3066,2021,34.824,7,"1/7/21<br>Daily count: 3,066"
2021-01-08,Long Island,1544,2021,52.846,8,"1/8/21<br>Daily count: 1,544"
2021-01-08,Lower Hudson Valley,937,2021,43.833,8,1/8/21<br>Daily count: 937
2021-01-08,New York City,3104,2021,35.256,8,"1/8/21<br>Daily count: 3,104"
2021-01-09,Long Island,1517,2021,51.922,9,"1/9/21<br>Daily count: 1,517"
2021-01-09,Lower Hudson Valley,954,2021,44.628,9,1/9/21<br>Daily count: 954
2021-01-09,New York City,3105,2021,35.267,9,"1/9/21<br>Daily count: 3,105"
2021-01-10,Long Island,1563,2021,53.496,10,"1/10/21<br>Daily count: 1,563"
2021-01-10,Lower Hudson Valley,992,2021,46.406,10,1/10/21<br>Daily count: 992
2021-01-10,New York City,3163,2021,35.926,10,"1/10/21<br>Daily count: 3,163"
2021-01-11,Long Island,1612,2021,55.173,11,"1/11/21<br>Daily count: 1,612"
2021-01-11,Lower Hudson Valley,1012,2021,47.341,11,"1/11/21<br>Daily count: 1,012"
2021-01-11,New York City,3290,2021,37.369,11,"1/11/21<br>Daily count: 3,290"
2021-01-12,Long Island,1629,2021,55.755,12,"1/12/21<br>Daily count: 1,629"
2021-01-12,Lower Hudson Valley,1010,2021,47.248,12,"1/12/21<br>Daily count: 1,010"
2021-01-12,New York City,3318,2021,37.687,12,"1/12/21<br>Daily count: 3,318"
2021-01-13,Long Island,1658,2021,56.748,13,"1/13/21<br>Daily count: 1,658"
2021-01-13,Lower Hudson Valley,986,2021,46.125,13,1/13/21<br>Daily count: 986
2021-01-13,New York City,3292,2021,37.391,13,"1/13/21<br>Daily count: 3,292"
2021-01-14,Long Island,1647,2021,56.371,14,"1/14/21<br>Daily count: 1,647"
2021-01-14,Lower Hudson Valley,961,2021,44.955,14,1/14/21<br>Daily count: 961
2021-01-14,New York City,3341,2021,37.948,14,"1/14/21<br>Daily count: 3,341"
2021-01-15,Long Island,1636,2021,55.995,15,"1/15/21<br>Daily count: 1,636"
2021-01-15,Lower Hudson Valley,986,2021,46.125,15,1/15/21<br>Daily count: 986
2021-01-15,New York City,3415,2021,38.788,15,"1/15/21<br>Daily count: 3,415"
2021-01-16,Long Island,1647,2021,56.371,16,"1/16/21<br>Daily count: 1,647"
2021-01-16,Lower Hudson Valley,975,2021,45.61,16,1/16/21<br>Daily count: 975
2021-01-16,New York City,3408,2021,38.709,16,"1/16/21<br>Daily count: 3,408"
2021-01-17,Long Island,1649,2021,56.44,17,"1/17/21<br>Daily count: 1,649"
2021-01-17,Lower Hudson Valley,960,2021,44.909,17,1/17/21<br>Daily count: 960
2021-01-17,New York City,3449,2021,39.175,17,"1/17/21<br>Daily count: 3,449"
2021-01-18,Long Island,1701,2021,58.22,18,"1/18/21<br>Daily count: 1,701"
2021-01-18,Lower Hudson Valley,1015,2021,47.481,18,"1/18/21<br>Daily count: 1,015"
2021-01-18,New York City,3658,2021,41.548,18,"1/18/21<br>Daily count: 3,658"
2021-01-19,Long Island,1671,2021,57.193,19,"1/19/21<br>Daily count: 1,671"
2021-01-19,Lower Hudson Valley,1061,2021,49.633,19,"1/19/21<br>Daily count: 1,061"
2021-01-19,New York City,3745,2021,42.537,19,"1/19/21<br>Daily count: 3,745"
2021-01-20,Long Island,1645,2021,56.303,20,"1/20/21<br>Daily count: 1,645"
2021-01-20,Lower Hudson Valley,1035,2021,48.417,20,"1/20/21<br>Daily count: 1,035"
2021-01-20,New York City,3669,2021,41.673,20,"1/20/21<br>Daily count: 3,669"
2021-01-21,Long Island,1613,2021,55.208,21,"1/21/21<br>Daily count: 1,613"
2021-01-21,Lower Hudson Valley,1031,2021,48.23,21,"1/21/21<br>Daily count: 1,031"
2021-01-21,New York City,3600,2021,40.89,21,"1/21/21<br>Daily count: 3,600"
2021-01-22,Long Island,1622,2021,55.516,22,"1/22/21<br>Daily count: 1,622"
2021-01-22,Lower Hudson Valley,998,2021,46.686,22,1/22/21<br>Daily count: 998
2021-01-22,New York City,3589,2021,40.765,22,"1/22/21<br>Daily count: 3,589"
2021-01-23,Long Island,1586,2021,54.284,23,"1/23/21<br>Daily count: 1,586"
2021-01-23,Lower Hudson Valley,964,2021,45.096,23,1/23/21<br>Daily count: 964
2021-01-23,New York City,3558,2021,40.413,23,"1/23/21<br>Daily count: 3,558"
2021-01-24,Long Island,1594,2021,54.557,24,"1/24/21<br>Daily count: 1,594"
2021-01-24,Lower Hudson Valley,987,2021,46.172,24,1/24/21<br>Daily count: 987
2021-01-24,New York City,3638,2021,41.321,24,"1/24/21<br>Daily count: 3,638"
2021-01-25,Long Island,1593,2021,54.523,25,"1/25/21<br>Daily count: 1,593"
2021-01-25,Lower Hudson Valley,1028,2021,48.09,25,"1/25/21<br>Daily count: 1,028"
2021-01-25,New York City,3730,2021,42.366,25,"1/25/21<br>Daily count: 3,730"
2021-01-26,Long Island,1553,2021,53.154,26,"1/26/21<br>Daily count: 1,553"
2021-01-26,Lower Hudson Valley,1010,2021,47.248,26,"1/26/21<br>Daily count: 1,010"
2021-01-26,New York City,3771,2021,42.832,26,"1/26/21<br>Daily count: 3,771"
2021-01-27,Long Island,1511,2021,51.717,27,"1/27/21<br>Daily count: 1,511"
2021-01-27,Lower Hudson Valley,1004,2021,46.967,27,"1/27/21<br>Daily count: 1,004"
2021-01-27,New York City,3664,2021,41.617,27,"1/27/21<br>Daily count: 3,664"
2021-01-28,Long Island,1489,2021,50.964,28,"1/28/21<br>Daily count: 1,489"
2021-01-28,Lower Hudson Valley,976,2021,45.657,28,1/28/21<br>Daily count: 976
2021-01-28,New York City,3621,2021,41.128,28,"1/28/21<br>Daily count: 3,621"
2021-01-29,Long Island,1468,2021,50.245,29,"1/29/21<br>Daily count: 1,468"
2021-01-29,Lower Hudson Valley,944,2021,44.16,29,1/29/21<br>Daily count: 944
2021-01-29,New York City,3561,2021,40.447,29,"1/29/21<br>Daily count: 3,561"
2021-01-30,Long Island,1429,2021,48.91,30,"1/30/21<br>Daily count: 1,429"
2021-01-30,Lower Hudson Valley,899,2021,42.055,30,1/30/21<br>Daily count: 899
2021-01-30,New York City,3524,2021,40.026,30,"1/30/21<br>Daily count: 3,524"
2021-01-31,Long Island,1405,2021,48.089,31,"1/31/21<br>Daily count: 1,405"
2021-01-31,Lower Hudson Valley,894,2021,41.821,31,1/31/21<br>Daily count: 894
2021-01-31,New York City,3559,2021,40.424,31,"1/31/21<br>Daily count: 3,559"
2021-02-01,Long Island,1415,2021,48.431,32,"2/1/21<br>Daily count: 1,415"
2021-02-01,Lower Hudson Valley,892,2021,41.728,32,2/1/21<br>Daily count: 892
2021-02-01,New York City,3614,2021,41.049,32,"2/1/21<br>Daily count: 3,614"
2021-02-02,Long Island,1418,2021,48.533,33,"2/2/21<br>Daily count: 1,418"
2021-02-02,Lower Hudson Valley,918,2021,42.944,33,2/2/21<br>Daily count: 918
2021-02-02,New York City,3667,2021,41.651,33,"2/2/21<br>Daily count: 3,667"
2021-02-03,Long Island,1383,2021,47.336,34,"2/3/21<br>Daily count: 1,383"
2021-02-03,Lower Hudson Valley,886,2021,41.447,34,2/3/21<br>Daily count: 886
2021-02-03,New York City,3667,2021,41.651,34,"2/3/21<br>Daily count: 3,667"
2021-02-04,Long Island,1382,2021,47.301,35,"2/4/21<br>Daily count: 1,382"
2021-02-04,Lower Hudson Valley,883,2021,41.307,35,2/4/21<br>Daily count: 883
2021-02-04,New York City,3698,2021,42.003,35,"2/4/21<br>Daily count: 3,698"
2021-02-05,Long Island,1366,2021,46.754,36,"2/5/21<br>Daily count: 1,366"
2021-02-05,Lower Hudson Valley,863,2021,40.371,36,2/5/21<br>Daily count: 863
2021-02-05,New York City,3679,2021,41.787,36,"2/5/21<br>Daily count: 3,679"
2021-02-06,Long Island,1340,2021,45.864,37,"2/6/21<br>Daily count: 1,340"
2021-02-06,Lower Hudson Valley,817,2021,38.219,37,2/6/21<br>Daily count: 817
2021-02-06,New York City,3677,2021,41.764,37,"2/6/21<br>Daily count: 3,677"
2021-02-07,Long Island,1339,2021,45.83,38,"2/7/21<br>Daily count: 1,339"
2021-02-07,Lower Hudson Valley,838,2021,39.201,38,2/7/21<br>Daily count: 838
2021-02-07,New York City,3756,2021,42.662,38,"2/7/21<br>Daily count: 3,756"
2021-02-08,Long Island,1370,2021,46.891,39,"2/8/21<br>Daily count: 1,370"
2021-02-08,Lower Hudson Valley,840,2021,39.295,39,2/8/21<br>Daily count: 840
2021-02-08,New York City,3884,2021,44.115,39,"2/8/21<br>Daily count: 3,884"
2021-02-09,Long Island,1327,2021,45.419,40,"2/9/21<br>Daily count: 1,327"
2021-02-09,Lower Hudson Valley,802,2021,37.517,40,2/9/21<br>Daily count: 802
2021-02-09,New York City,3797,2021,43.127,40,"2/9/21<br>Daily count: 3,797"
2021-02-10,Long Island,1292,2021,44.221,41,"2/10/21<br>Daily count: 1,292"
2021-02-10,Lower Hudson Valley,786,2021,36.769,41,2/10/21<br>Daily count: 786
2021-02-10,New York City,3687,2021,41.878,41,"2/10/21<br>Daily count: 3,687"
2021-02-11,Long Island,1231,2021,42.133,42,"2/11/21<br>Daily count: 1,231"
2021-02-11,Lower Hudson Valley,744,2021,34.804,42,2/11/21<br>Daily count: 744
2021-02-11,New York City,3560,2021,40.435,42,"2/11/21<br>Daily count: 3,560"
2021-02-12,Long Island,1202,2021,41.141,43,"2/12/21<br>Daily count: 1,202"
2021-02-12,Lower Hudson Valley,713,2021,33.354,43,2/12/21<br>Daily count: 713
2021-02-12,New York City,3491,2021,39.652,43,"2/12/21<br>Daily count: 3,491"
2021-02-13,Long Island,1136,2021,38.882,44,"2/13/21<br>Daily count: 1,136"
2021-02-13,Lower Hudson Valley,681,2021,31.857,44,2/13/21<br>Daily count: 681
2021-02-13,New York City,3397,2021,38.584,44,"2/13/21<br>Daily count: 3,397"
2021-02-14,Long Island,1115,2021,38.163,45,"2/14/21<br>Daily count: 1,115"
2021-02-14,Lower Hudson Valley,669,2021,31.296,45,2/14/21<br>Daily count: 669
2021-02-14,New York City,3476,2021,39.481,45,"2/14/21<br>Daily count: 3,476"
2021-02-15,Long Island,1110,2021,37.992,46,"2/15/21<br>Daily count: 1,110"
2021-02-15,Lower Hudson Valley,676,2021,31.623,46,2/15/21<br>Daily count: 676
2021-02-15,New York City,3494,2021,39.686,46,"2/15/21<br>Daily count: 3,494"
2021-02-16,Long Island,1123,2021,38.437,47,"2/16/21<br>Daily count: 1,123"
2021-02-16,Lower Hudson Valley,669,2021,31.296,47,2/16/21<br>Daily count: 669
2021-02-16,New York City,3530,2021,40.095,47,"2/16/21<br>Daily count: 3,530"
2021-02-17,Long Island,1111,2021,38.026,48,"2/17/21<br>Daily count: 1,111"
2021-02-17,Lower Hudson Valley,650,2021,30.407,48,2/17/21<br>Daily count: 650
2021-02-17,New York City,3450,2021,39.186,48,"2/17/21<br>Daily count: 3,450"
2021-02-18,Long Island,1049,2021,35.904,49,"2/18/21<br>Daily count: 1,049"
2021-02-18,Lower Hudson Valley,629,2021,29.424,49,2/18/21<br>Daily count: 629
2021-02-18,New York City,3314,2021,37.641,49,"2/18/21<br>Daily count: 3,314"
2021-02-19,Long Island,1013,2021,34.672,50,"2/19/21<br>Daily count: 1,013"
